form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00656132,B-1382,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-05-02,9.99,,Office supply reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1383,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-05-02,196.88,,Unitemized travel reimbursement,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1404,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-05-02,250.00,,Database,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1385,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-05-02,702.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1390,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-06-01,1341.74,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1391,B-1390,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2024-04-23,1341.74,,Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-C&I Consulting
SB21B,C00656132,B-1392,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-06-01,9.99,,Office supply reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1386,,,IND,,Carbajal,Salud,,,,226 E. Canon Perdido,#D,Santa Barbara,CA,93101,,,2024-06-01,137.34,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1389,B-1386,,ORG,Uber,,,,,,1455 Market Street,#400,San Francisco,CA,94103,,,2024-05-04,15.43,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Salud Carbajal
SB21B,C00656132,B-1393,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-06-01,9.65,,Postage reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1394,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-06-01,1127.32,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1395,B-1394,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2024-04-26,1127.32,,Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1396,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-06-01,702.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1400,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-06-04,250.00,,Database,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1476,,,PAC,Actblue,,,,,,P.o. Box 441146,,Somerville,MA,02144,,,2024-06-30,59.25,,Credit card contribution processing fee,001,,Actblue,,,,,,,,,,,,,,,,,
