form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00301929,SB23.11510,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2022,,2024-12-31,-1000.00,,lost check,,C00670547,,,,,,,,H,ND,00,,,,,,,,
SB23,C00301929,SB23.11511,,,CCM,Blue Dog Political Action Committee,,,,,,6849 Old Dominion Drive,Suite 222,McLean,VA,22101,,,2024-12-31,-5000.00,,LOST CHECK,,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00301929,SB23.11513,,,CCM,BRAD KNOTT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,P2026,,2024-12-19,2000.00,,Campaign Contribution,,,,,,,,,,,,,,,,,,,,
SB23,C00301929,SB23.11514,,,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2022,,2024-12-31,-1500.00,,lost check,,C00468256,,,,,,,,H,IN,08,,,,,,,,
SB23,C00301929,SB23.11515,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,P2024,,2024-12-31,-1500.00,,lost check,,C00779603,,,,,,,,H,OH,15,,,,,,,,
SB23,C00301929,SB23.11516,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,,2024-12-31,-2000.00,,lost check,,C00390476,,,,,,,,H,WA,05,,,,,,,,
SB23,C00301929,SB23.11517,,,CCM,CRAWFORD FOR CONGRESS,,,,,,PO BOX 16956,,JONESBORO,AR,72403,P2022,,2024-12-31,-1500.00,,lost check,,C00462374,,,,,,,,H,AR,01,,,,,,,,
SB23,C00301929,SB23.11518,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2018,,2024-12-31,-1000.00,,lost check,,C00559393,,,,,,,,H,WA,04,,,,,,,,
SB23,C00301929,SB23.11519,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2024-12-31,-2500.00,,lost check,,C00559393,,,,,,,,H,WA,04,,,,,,,,
SB23,C00301929,SB23.11520,,,CCM,DUNCAN D. HUNTER FOR CONGRESS,,,,,,PO BOX 1545,,EL CAJON,CA,92022,P2018,,2024-12-31,-500.00,,Lost check,,C00433524,,,,,,,,H,CA,50,,,,,,,,
SB23,C00301929,SB23.11521,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2022,,2024-12-31,-1000.00,,lost check,,C00527457,,,,,,,,H,OH,14,,,,,,,,
SB23,C00301929,SB23.11523,,,CCM,GUY FOR CONGRESS,,,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,P2024,,2024-12-31,-1500.00,,lost check,,C00657833,,,,,,,,H,PA,14,,,,,,,,
SB23,C00301929,SB23.11524,,,CCM,JIM JORDAN FOR CONGRESS,,,,,,1709 STATE ROUTE 560 SOUTH,,URBANA,OH,43078,G2020,,2024-12-31,-1000.00,,lost check,,C00416594,,,,,,,,H,OH,04,,,,,,,,
