form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.62943,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,,,2024-09-24,3500.00,,PAC Donation to Ashley Hinson,011,C00706267,ASHLEY HINSON FOR CONGRESS,,,,,,,H,IA,02,,,,,,,,
SB23,C00247403,SB23.62945,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,,,2024-09-24,11500.00,,Earmarked Donations,,C00706267,ASHLEY HINSON FOR CONGRESS,,,,,,,H,IA,02,,,,,,,,
SB23,C00247403,SB23.62971,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,,,2024-09-30,2200.00,,Earmarked Donation to Bacon,,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00247403,SB23.62953,,,CCM,EMMER MAJORITY BUILDERS,,,,,,824 S. MILLEDGE AVE. STE. 101,,ATHENS,GA,30605,,,2024-09-24,1000.00,,PAC Donation to Emmer Majority Builders,011,C00859058,EMMER MAJORITY BUILDERS,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62955,,,CCM,EMMER MAJORITY BUILDERS,,,,,,824 S. MILLEDGE AVE. STE. 101,,ATHENS,GA,30605,,,2024-09-24,39070.00,,Earmarked Donations,,C00859058,EMMER MAJORITY BUILDERS,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62962,,,CCM,EMMER MAJORITY BUILDERS,,,,,,824 S. MILLEDGE AVE. STE. 101,,ATHENS,GA,30605,,,2024-09-26,10000.00,,Earmarked Donations,,C00859058,EMMER MAJORITY BUILDERS,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62938,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-09-19,500.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62977,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-09-30,1500.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62949,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,,,2024-09-24,16550.00,,Earmarked Donations,,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00247403,SB23.62952,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,,,2024-09-24,1000.00,,PAC Donation to Lawler,011,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00247403,SB23.62973,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,,,2024-09-30,2200.00,,Earmarked Donations,,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00247403,SB23.62899,,,CCM,MAGGIE FOR CONGRESS,,,,,,131 DANIEL WEBSTER HWY,#949,NASHUA,NH,03060,,,2024-09-03,6800.00,,Earmarked Donations,,C00878454,MAGGIE FOR CONGRESS,,,,,,,H,NH,00,,,,,,,,
SB23,C00247403,SB23.62918,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,,,2024-09-16,14530.00,,Earmarked Donations,,C00806174,MARIE FOR CONGRESS,,,,,,,H,WA,03,,,,,,,,
SB23,C00247403,SB23.62940,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,Anniston,AL,36201,,,2024-09-24,7500.00,,Earmarked Donations,,C00367862,MIKE ROGERS FOR CONGRESS,,,,,,,H,AL,03,,,,,,,,
SB23,C00247403,SB23.62969,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,,,2024-09-30,250.00,,Earmarked Donations,,C00710103,NANCY MACE FOR CONGRESS,,,,,,,H,SC,01,,,,,,,,
SB23,C00247403,SB23.62913,,,CCM,RON ESTES FOR CONGRESS,,,,,,12224 E BRACKEN CT,,WICHITA,KS,67206,,,2024-09-10,3300.00,,Earmarked Donations,,C00632067,RON ESTES FOR CONGRESS,,,,,,,H,KS,04,,,,,,,,
SB23,C00247403,SB23.62910,,,CCM,TEAM ESTES,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-09-10,4200.00,,Earmarked Donations,,C00632711,TEAM ESTES,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62921,,,CCM,TED CRUZ VICTORY COMMITTEE,,,,,,815 A BRAZOS,PMB 550,AUSTIN,TX,78701,,,2024-09-16,52250.00,,Earmarked Donations,,C00806174,MARIE FOR CONGRESS,,,,,,,H,WA,03,,,,,,,,
SB23,C00247403,SB23.62929,,,CCM,"TRUMP 47 COMMITTEE, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-09-19,50000.00,,Earmarked Donations,,C00867937,"TRUMP 47 COMMITTEE, INC.",,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62975,,,CCM,"TRUMP 47 COMMITTEE, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-09-30,10000.00,,Earmarked Donations,,C00867937,"TRUMP 47 COMMITTEE, INC.",,,,,,,,,,,,,,,,,
