form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00010470,B863971,,,CCM,Brit McKenzie for State Representative,,,,,,P.O. Box 2673,,Rogers,AR,72757,P2024,,2024-10-10,-500.00,,P-2024 State House 7 AR,011,,,,McKenzie,Brit,,,,H,AR,07,,,,,,,,Voided: Original check dated 01/17/2024
SB29,C00010470,B888500,,,CCM,Brit McKenzie for State Representative,,,,,,P.O. Box 2673,,Rogers,AR,72757,G2024,,2024-10-14,500.00,,G-2024 State House 7 AR,011,,,,McKenzie,Brit,,,,H,AR,07,,,,,,,,
SB29,C00010470,B869554,,,CCM,Josey Garcia Campaign,,,,,,110 E. Houston St. 7th Floor Box 1,,San Antonio,TX,78205,G2024,,2024-10-10,-1500.00,,G-2024 State House 124 TX,011,,,,Garcia,Josey,,,,H,TX,12,,,,,,,,Voided: Original check dated 04/08/2024
SB29,C00010470,B888039,,,CCM,Jim Anderson for State Senate,,,,,,5941 S. Cedar Street,,Casper,WY,82601,G2024,,2024-10-10,400.00,,G-2024 State Senate 28 WY,011,,,,Anderson,Jim,,,,S,WY,28,,,,,,,,
SB29,C00010470,B888025,,,CCM,Elect Ocean Andrew,,,,,,PO Box 2148,,Laramie,WY,82073,G2024,,2024-10-10,400.00,,G-2024 State House 46 WY,011,,,,Andrew,Ocean,,,,H,WY,46,,,,,,,,
SB29,C00010470,B888032,,,CCM,Committee to Elect Landon Brown,,,,,,5200 Opal Drive,,Cheyenne,WY,82009,G2024,,2024-10-10,400.00,,G-2024 State House 9 WY,011,,,,Brown,Landon,,,,H,WY,09,,,,,,,,
SB29,C00010470,B888031,,,CCM,Burlingame 4 House 44,,,,,,P.O. Box 544,,Cheyenne,WY,82001,G2024,,2024-10-10,400.00,,G-2024 State House 44 WY,011,,,,Burlingame,Sara,,,,H,WY,44,,,,,,,,
SB29,C00010470,B888026,,,CCM,AB for HD 22,,,,,,PO Box 4882,,Jackson,WY,83001,G2024,,2024-10-10,400.00,,G-2024 State House 22 WY,011,,,,Byron,Andrew,,,,H,WY,22,,,,,,,,
SB29,C00010470,B888028,,,CCM,Committee to Elect Clouston,,,,,,3830 Overdale Drive,,Gillette,WY,82718,G2024,,2024-10-10,400.00,,G-2024 State House 32 WY,011,,,,Clouston,Ken,,,,H,WY,32,,,,,,,,
SB29,C00010470,B888041,,,CCM,Committee to Elect Ed Cooper to Wyoming Senate,,,,,,P.O. Box 249,,Ten Sleep,WY,82442,G2024,,2024-10-10,400.00,,G-2024 State Senate 20 WY,011,,,,Cooper,Ed,,,,S,WY,20,,,,,,,,
SB29,C00010470,B888040,,,CCM,Barry Crago Campaign,,,,,,443 Lobban Ave,,Buffalo,WY,82834,G2024,,2024-10-10,400.00,,G-2024 State Senate 22 WY,011,,,,Crago,Barry,,,,S,WY,22,,,,,,,,
SB29,C00010470,B888042,,,CCM,Dan Dockstader for State Senate,,,,,,P.O. Box 129,,Afton,WY,83310,G2024,,2024-10-10,400.00,,G-2024 State Senate 16 WY,011,,,,Dockstader,Dan,,,,S,WY,16,,,,,,,,
SB29,C00010470,B888037,,,CCM,Eklund for House Committee,,,,,,2918 US Highway 85,,Cheyenne,WY,82009,G2024,,2024-10-10,400.00,,G-2024 State House 10 WY,011,,,,Eklund,John,,,Jr.,H,WY,10,,,,,,,,
SB29,C00010470,B888033,,,CCM,Committee to Elect Steve Harshman,,,,,,4286 S. Moonbeam Road,,Casper,WY,82604,G2024,,2024-10-10,400.00,,G-2024 State House 37 WY,011,,,,Harshman,Steve,,,,H,WY,37,,,,,,,,
SB29,C00010470,B888034,,,CCM,Committee to Elect Lloyd Larsen,,,,,,1076 S. 2nd Street,,Lander,WY,82520,G2024,,2024-10-10,400.00,,G-2024 State House 54 WY,011,,,,Larsen,Lloyd,,,,H,WY,54,,,,,,,,
SB29,C00010470,B888024,,,CCM,Elect J.T. Larson,,,,,,606 Walnut Street,,Rock Springs,WY,82901,G2024,,2024-10-10,400.00,,G-2024 State House 17 WY,011,,,,Larson,J.T.,,,,H,WY,17,,,,,,,,
SB29,C00010470,B888030,,,CCM,Committee to Elect Lawley,,,,,,818 Sagebrush Drive,,Worland,WY,82401,G2024,,2024-10-10,400.00,,G-2024 State House 27 WY,011,,,,Lawley,Martha,,,,H,WY,27,,,,,,,,
SB29,C00010470,B888043,,,CCM,Committee to Elect Tara Nethercott,,,,,,1330 Dorothy Lane,,Cheyenne,WY,82009,G2024,,2024-10-10,500.00,,G-2024 State Senate 4 WY,011,,,,Nethercott,Tara,,,,S,WY,04,,,,,,,,
SB29,C00010470,B888038,,,CCM,Nicholas for House Committee,,,,,,6225 Mountainview Drive,,Cheyenne,WY,82009,G2024,,2024-10-10,500.00,,G-2024 State House 07 WY,011,,,,Nicholas,Bob,,,,H,WY,07,,,,,,,,
SB29,C00010470,B888027,,,CCM,The Committee to Elect Jared Olsen,,,,,,PO Box 4333,,Cheyenne,WY,82003,G2024,,2024-10-10,500.00,,G-2024 State House 11 WY,011,,,,Olsen,Jared,,,,H,WY,11,,,,,,,,
SB29,C00010470,B888036,,,CCM,Elect Trey Sherwood,,,,,,49 North Street,,Laramie,WY,82072,G2024,,2024-10-10,400.00,,G-2024 State House 14 WY,011,,,,Sherwood,Trey,,,,H,WY,14,,,,,,,,
SB29,C00010470,B888035,,,CCM,Elect Art Washut,,,,,,4031 Crystie Lane,,Casper,WY,82609,G2024,,2024-10-10,400.00,,G-2024 State House 36 WY,011,,,,Washut,Art,,,,H,WY,36,,,,,,,,
SB29,C00010470,B888029,,,CCM,Committee to Elect Wylie,,,,,,517 Archers Trail,,Rock Springs,WY,82901,G2024,,2024-10-10,400.00,,G-2024 State House 39 WY,011,,,,Wylie,Cody,,,,H,WY,39,,,,,,,,
