form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00163048,501164747,,,PAC,BETTY PAC,,,,,,PO Box 14141,,Saint Paul,MN,551140141,,,2024-04-17,2500.00,0.00,Contribution,,C00405050,BETTY PAC,,,,,,,,,,,,,,,,,
SB23,C00163048,501164752,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2024-04-12,1000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,17,,,,,,,,
SB23,C00163048,501164757,,,CCM,CELESTE FOR CONGRESS,,,,,,PO Box 2410,,Cedar City,UT,847212410,P2024,,2024-04-30,-1000.00,0.00,Redesignated to Convention 2024,,C00842765,,,MALOY,CELESTE,,,,H,UT,02,,,,,,,X,*
SB23,C00163048,501164758,501164757,SB23,CCM,CELESTE FOR CONGRESS,,,,,,PO Box 2410,,Cedar City,UT,847212410,C2024,Convention,2024-04-30,1000.00,0.00,Redesignated to Convention 2024,,C00842765,,,MALOY,CELESTE,,,,H,UT,02,,,,,,,X,*
SB23,C00163048,501164748,,,CCM,COLE FOR CONGRESS,,,,,,PO Box 722256,,Norman,OK,730708705,G2024,,2024-04-17,500.00,0.00,Contribution,,C00379735,,,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00163048,501164749,,,CCM,COLE FOR CONGRESS,,,,,,PO Box 722256,,Norman,OK,730708705,P2024,,2024-04-17,500.00,0.00,Contribution,,C00379735,,,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00163048,501164755,,,CCM,ELISE FOR CONGRESS,,,,,,PO Box 500,,Glens Falls,NY,128010500,P2024,,2024-04-30,1000.00,0.00,Contribution,,C00547893,,,STEFANIK,ELISE,M.,,,H,NY,21,,,,,,,,
SB23,C00163048,501164753,,,CCM,Friends Of Dave Joyce,,,,,,320 Kenarden Dr,,Cleveland,OH,441433710,G2024,,2024-04-11,2500.00,0.00,Contribution,,C00527457,,,Joyce,David,P,,,H,OH,14,,,,,,,,
SB23,C00163048,501164750,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,12 Trumbull St,,New Haven,CT,065116311,C2024,Convention,2024-04-12,500.00,0.00,Contribution,,C00238865,,,DELAURO,ROSA,L.,,,H,CT,03,,,,,,,,
SB23,C00163048,501164751,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,12 Trumbull St,,New Haven,CT,065116311,C2024,Convention,2024-04-12,1000.00,0.00,Contribution,,C00238865,,,DELAURO,ROSA,L.,,,H,CT,03,,,,,,,,
SB23,C00163048,501164745,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,PO Box 1214,,Somerset,KY,425021214,P2024,,2024-04-25,2500.00,0.00,Contribution,,C00116632,,,ROGERS,HAROLD,DALLAS,,,H,KY,05,,,,,,,,
SB23,C00163048,501164831,,,CCM,JENNIFER BOYSKO FOR CONGRESS,,,,,,PO Box 15320,,Washington,DC,200030320,P2024,,2024-04-12,1000.00,0.00,Contribution,,C00856047,,,BOYSKO,JENNIFER,,,,H,VA,10,,,,,,,,
SB23,C00163048,501164746,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,911 Central Ave,,Albany,NY,122061350,P2024,,2024-04-18,2000.00,0.00,Contribution,,C00450049,,,TONKO,PAUL DAVID,,,,H,NY,20,,,,,,,,
