form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00148031,B870232,,,CCM,Jeana Ross for State House,,,,,,P.O. Box 671,,Guntersville,AL,35976,O2024,Runoff Primary,2024-04-18,1000.00,,O-2024 State House 27 AL,011,,,,Ross,Jeana,,,,H,AL,27,,,,,,,,
SB29,C00148031,B870959,,,CCM,Cottie Petrie-Norris for Assembly 2024,,,,,,1414 K Street Suite 250,,Sacramento,CA,95814,G2024,,2024-04-29,1500.00,,G-2024 State House 73 CA,011,,,,Petrie-Norris,Cottie,,,,H,CA,73,,,,,,,,
SB29,C00148031,B870960,,,CCM,Blanca Rubio for Assembly 2024,,,,,,550 S. Hope Street #1910,,Los Angeles,CA,90071,G2024,,2024-04-29,2000.00,,G-2024 State House 48 CA,011,,,,Rubio,Blanca,,,,H,CA,48,,,,,,,,
SB29,C00148031,B870228,,,PAC,Living Life with Purpose PAC,,,,,,1103 Hays Street,,Tallahassee,FL,32301,O2024,Not Applicable,2024-04-18,3000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870229,,,PAC,Friends of Jim Boyd,,,,,,1103 Hays Street,,Tallahassee,FL,32301,O2024,Not Applicable,2024-04-18,3000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870230,,,PAC,Conservatives for a Better Florida,,,,,,2100 Salzedo Street Suite 200,,Coral Gables,FL,33134,O2024,Not Applicable,2024-04-18,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870227,,,PAC,Friends of Ben Albritton,,,,,,1103 Hays Street,,Tallahassee,FL,32301,O2024,Not Applicable,2024-04-18,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870231,,,PAC,Honest Leadership,,,,,,1103 Hays Street,,Tallahassee,FL,32301,O2024,Not Applicable,2024-04-18,3000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870949,,,PTY,Georgia House Republican Trust Inc,,,,,,P.O. Box 430,,Monroe,GA,30655,O2024,Not Applicable,2024-04-29,5000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00148031,B870948,,,CCM,Beth Camp for Georgia House District 131,,,,,,1235 Strickland Rd.,, Concord,GA,30206,P2024,,2024-04-29,2000.00,,P-2024 State House 135 GA,011,,,,Camp,Beth,,,,H,GA,13,,,,,,,,
