form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364158,501136330,,,CCM,Stand with Sanchez,,,,,,415 New Jersey Ave SE,Apt 1,Washington,DC,200034036,P2024,,2024-01-16,1000.00,0.00,Federal Contribution,,C00384057,,,Sanchez,Linda,,,,H,CA,38,,,,,,,,
SB23,C00364158,501136350,,,CCM,Castor for Congress,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,P2024,,2024-01-16,1500.00,0.00,Federal Contribution,,C00410761,,,Castor,Kathy,,,,H,FL,14,,,,,,,,
SB23,C00364158,501136360,,,CCM,Jimmy Gomez for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2024-01-16,1000.00,0.00,Federal Contribution,,C00629659,,,Gomez,Jimmy,,,,H,CA,34,,,,,,,,
SB23,C00364158,501141413,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,200030293,P2024,,2024-01-29,1500.00,0.00,Federal Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00364158,501136333,,,CCM,Friends of Rosa Delauro,,,,,,12 Trumbull St,Apt 2,New Haven,CT,065116311,P2024,,2024-01-16,2500.00,0.00,Federal Contribution,,C00238865,,,Delauro,Rosa,,,,H,CT,03,,,,,,,,
SB23,C00364158,501136343,,,PAC,Republican Governance Group/Tuesday Group PAC,,,,,,610 S Boulevard,,Tampa,FL,336062647,,,2024-01-16,5000.00,0.00,Federal Contribution,,C00433060,Republican Governance Group/Tuesday Group PAC,,,,,,,,,,,,,,,,,
SB23,C00364158,501136353,,,PAC,New Democrat Coalition Action Fund,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-01-16,5000.00,0.00,Federal Contribution,,C00409730,New Democrat Coalition Action Fund,,,,,,,,,,,,,,,,,
SB23,C00364158,501136324,,,CCM,Pete Aguilar for Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,P2024,,2024-01-16,1000.00,0.00,Federal Contribution,,C00510461,,,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,
SB23,C00364158,501136325,,,CCM,Jimmy Panetta for Congress,,,,,,412 1st St SE,Ste 100,Washington,DC,200031804,P2024,,2024-01-16,1000.00,0.00,Federal Contribution,,C00592154,,,Panetta,Jimmy,,,,H,CA,20,,,,,,,,
SB23,C00364158,501136335,,,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2024-01-16,2500.00,0.00,Federal Contribution,,C00462861,,,Kuster,Ann,McLane,,,H,NH,02,,,,,,,,
SB23,C00364158,501141416,,,PTY,DCCC,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2024-01-29,5000.00,0.00,Federal Contribution,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00364158,501141407,,,CCM,Brian Fitzpatrick for All of US,,,,,,PO Box 939,,Langhorne,PA,190470939,G2024,,2024-01-29,1000.00,0.00,Federal Contribution,,C00607416,,,Fitzpatrick,Brian,,,,H,PA,08,,,,,,,,
SB23,C00364158,501141409,,,CCM,Pat Ryan for Congress,,,,,,10 E St SE,,Washington,DC,200032611,P2024,,2024-01-29,2500.00,0.00,Federal Contribution,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
