form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00030734,SB23.I1098,,,PAC,COMMON VALUES PAC,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,G2024,,2024-04-17,659.98,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),,C00442368,,,,,,,,,,,  ,,,,,,,
SB23,C00030734,SB23.I1088,,,PAC,ANDREA SALINAS FOR OREGON,,,,,,P.O. BOX 230985,,TIGARD,OR,97281,G2024,,2024-05-01,300.00,,IN-KIND EVENT HOSTING (SEE LINE 21B),,C00793703,,H2OR06066,,,,,,H,OR,06,  ,,,,,,,
SB23,C00030734,SB23.I1033,,,CCM,ELECT DEMOCRATIC WOMEN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,G2024,,2024-05-14,754.96,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),011,C00685297,,,,,,,,,,,  ,,,,,,,
SB23,C00030734,SB23.I553,,,CCM,GUTHRIE FOR CONGRESS,,,,,,P.O. BOX 9639,,BOWLING GREEN,KY,42102,G2024,,2024-05-14,102.15,,IN-KIND EVENT (SEE LINE 21B),,C00445023,,H8KY02031,,,,,,H,KY,02,  ,,,,,,,
SB23,C00030734,SB23.I1040,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,P.O. BOX 101199,,CHICAGO,IL,60610,G2024,,2024-05-21,1000.00,,,011,C00539866,,H2IL02172,,,,,,H,IL,02,  ,,,,,,,
SB23,C00030734,SB23.I1083,,,CCM,COLE COMBINED COMMITTEE,,,,,,12176 CHANCERY STATION CIRCLE,,RESTON,VA,20190,P2024,,2024-06-06,2500.00,,,011,C00438481,,H2OK04055,,,,,,H,OK,04,  ,,,,,,,
SB23,C00030734,SB23.I1090,,,PAC,CHIEF AMONG US,,,,,,611 PENNSYLVANIA AVENUE SE,SUITE 143,WASHINGTON,DC,20003,G2024,,2024-06-06,591.80,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),,C00831156,,,,,,,,,,,  ,,,,,,,
SB23,C00030734,SB23.I1085,,,PAC,MCCONNELL FOR THE MAJORITY,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,G2024,,2024-06-12,2500.00,,,011,C00548651,,S2KY00012,,,,,,S,KY,00,  ,,,,,,,
SB23,C00030734,SB23.I1086,,,PAC,MCCONNELL FOR THE MAJORITY,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,G2024,,2024-06-12,710.30,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),,C00548651,,S2KY00012,,,,,,S,KY,00,  ,,,,,,,
SB23,C00030734,SB23.I1092,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,545 E TOWN ST,,COLUMBUS,OH,43215,G2024,,2024-06-25,598.49,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),,C00764381,,H2OH11169,,,,,,H,OH,11,  ,,,,,,,
SB23,C00030734,SB23.I1096,,,CCM,MATSUI FOR CONGRESS,,,,,,P.O. BOX 1738,,SACRAMENTO,CA,95812,G2024,,2024-06-27,888.75,,IN-KIND EVENT HOSTING AND CATERING (SEE LINE 21B),,C00409219,,H6CA05195,,,,,,H,CA,07,  ,,,,,,,
