form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00573246,SB22.2001,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,P2024,,2024-02-09,42000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2002,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,G2024,,2024-02-09,19000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2003,,,PAC,TEXAS REPUBLICAN UNITED PAC,,,,,,815-A BRAZOS ST,PMB 229,AUSTIN,TX,78701,,,2024-02-09,11000.00,,TRANSFER OF NET PROCEEDS,,C00481531,,,,,,,,,,,  ,,,,,,,
SB22,C00573246,SB22.2004,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,P2024,,2024-02-20,59000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2005,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,G2024,,2024-02-20,14000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2006,,,PAC,TEXAS REPUBLICAN UNITED PAC,,,,,,815-A BRAZOS ST,PMB 229,AUSTIN,TX,78701,,,2024-02-20,15000.00,,TRANSFER OF NET PROCEEDS,,C00481531,,,,,,,,,,,  ,,,,,,,
SB22,C00573246,SB22.2007,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,P2024,,2024-03-11,39000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2008,,,CCM,MCCAUL FOR CONGRESS INC,,,,,,815-A BRAZOS ST,PMB 230,AUSTIN,TX,78701,G2024,,2024-03-11,9000.00,,TRANSFER OF NET PROCEEDS,,C00392688,,H4TX10093,MCCAUL,MICHAEL,,,,H,TX,10,  ,,,,,,,
SB22,C00573246,SB22.2009,,,PAC,TEXAS REPUBLICAN UNITED PAC,,,,,,815-A BRAZOS ST,PMB 229,AUSTIN,TX,78701,,,2024-03-11,17500.00,,TRANSFER OF NET PROCEEDS,,C00481531,,,,,,,,,,,  ,,,,,,,
SB22,C00573246,SB22.2010,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-03-11,139000.00,,TRANSFER OF NET PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00573246,SB22.2011,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-03-11,3000.00,,TRANSFER OF NET PROCEEDS-LEGAL PROCEEDINGS,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL PROCEEDINGS
SB22,C00573246,SB22.2012,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-03-11,3000.00,,TRANSFER OF NET PROCEEDS-BUILDING FUND,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
