form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00030809,86DDC9D05366C3C8C6D,,,CCM,Comer For Congress,,,,,,PO Box 338,,Tompkinsville,KY,42167,G2024,,2024-05-07,2500.00,0.00,2024 General,011,C00588764,Comer For Congress,H6KY01110,Comer,James,,Rep.,,H,KY,01,,,,,,,,
SB23,C00030809,ACF31A68A95A47A839F,,,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-05-07,2500.00,0.00,2024 General,011,C00575092,Friends Of Raja For Congress,H6IL08147,Krishnamoorthi,Raja,,Rep.,,H,IL,08,,,,,,,,
SB23,C00030809,71447E90EEDC255A891,,,CCM,Garret Graves For Congress,,,,,,PO Box 64845,,Baton Rouge,LA,70896,P2024,,2024-05-28,1000.00,0.00,2024 Primary,011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,Rep.,,H,LA,06,,,,,,,,
SB23,C00030809,9D438DCA910AAAC0EC4,,,CCM,Kennedy For Congress,,,,,,PO Box 536,,Buffalo,NY,14201,P2024,,2024-05-28,1000.00,0.00,2024 Primary - Replacement of 02/15/2024 Disbursement,011,C00856526,Kennedy For Congress,H4NY26078,Kennedy,Timothy M.,,Rep.,,H,NY,26,,,,,,,,
SB23,C00030809,SB23.642,,,CCM,KENNEDY FOR CONGRESS,,,,,,PO BOX 536,,BUFFALO,NY,14201,P2024,,2024-05-28,-1000.00,0.00,2024 Primary - 02/15/2024 Contribution Never Cleared,011,C00856526,KENNEDY FOR CONGRESS,H4NY26078,Kennedy,Timothy M.,,Rep.,,H,NY,26,,,,,,,,
SB23,C00030809,B2F566BA734107F10A3,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,55104,P2024,,2024-05-07,2500.00,0.00,2024 Primary,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,Sen.,,S,MN,,,,,,,,,
SB23,C00030809,F08855629217CBA1848,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2024-05-07,2500.00,0.00,2024 General,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,
SB23,C00030809,37F3C1310AD42135D57,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2024-05-07,1500.00,0.00,2024 Primary,011,C00815290,Pat Ryan For Congress,H8NY19223,Ryan,Pat,,Rep.,,H,NY,18,,,,,,,,
SB23,C00030809,03A960CA9023243B2F5,,,CCM,Richard E Neal For Congress Committee,,,,,,76 Magnolia Ter,,Springfield,MA,01108,P2024,,2024-05-28,2500.00,0.00,2024 Primary,011,C00226522,Richard E Neal For Congress Committee,H8MA02041,Neal,Richard,,Rep.,,H,MA,01,,,,,,,,
SB23,C00030809,B5C50F74B38BA14935C,,,CCM,Rick W. Allen For Congress,,,,,,PO Box 338,,Augusta,GA,30903,G2024,,2024-05-28,2500.00,0.00,2024 General,011,C00504019,Rick W. Allen For Congress,H2GA12121,Allen,Rick,,Rep.,,H,GA,12,,,,,,,,
