form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00387464,SB21B.4,,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-10-08,3467.43,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.106,SB21B.4,,ORG,BROWN DOG,,,,,,114 S STATE ST,,HAW RIVER,NC,27258,,,2024-10-08,15.89,,EQUIPMENT PURCHASE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.102,SB21B.4,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-10-08,378.90,,BANK FEE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.104,SB21B.4,,ORG,SOUTHWEST AIRLINES,,,,,,PO BOX 36647,,DALLAS,TX,75235,,,2024-10-08,425.98,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.108,SB21B.4,,ORG,THE BROADMOOR,,,,,,1 LAKE AVE,,COLORADO SPRINGS,CO,80906,,,2024-10-08,1929.57,,TRAVEL/CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.103,SB21B.4,,ORG,THE MONOCLE,,,,,,107 D ST NE,,WASHINGTON,DC,20002,,,2024-10-08,411.39,,CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.101,SB21B.4,,ORG,US SENATE GIFT SHOP,,,,,,50 CONSTITUTION AVE NE,,WASHINGTON,DC,20510,,,2024-10-08,60.00,,PAPERWEIGHTS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.107,SB21B.4,,ORG,US SENATE GIFT SHOP,,,,,,50 CONSTITUTION AVE NE,,WASHINGTON,DC,20510,,,2024-10-08,198.00,,PHOTO MATS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.105,SB21B.4,,ORG,YETI COOLERS,,,,,,6701 SOUTHWEST PKWY,,AUSTIN,TX,78735,,,2024-10-08,47.70,,EQUIPMENT PURCHASE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.5,,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-10-11,5359.60,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.115,SB21B.5,,ORG,AMAZON.COM,,,,,,410 TERRY ST,,SEATTLE,WA,98109,,,2024-10-11,1057.95,,BOOKS/EQUIPMENT PURCHASE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.113,SB21B.5,,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FT WORTH,TX,76155,,,2024-10-11,272.11,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.118,SB21B.5,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-10-11,318.77,,BANK FEE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.117,SB21B.5,,ORG,HYATT LOST PINES,,,,,,575 HYATT LOST PINES RD,,LOST PINES,TX,78612,,,2024-10-11,2630.61,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.112,SB21B.5,,ORG,KOKOS,,,,,,6100 N 10TH ST,,MCALLEN,TX,78504,,,2024-10-11,34.70,,FOOD AND BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.116,SB21B.5,,ORG,SOUTHWEST AIRLINES,,,,,,PO BOX 36647,,DALLAS,TX,75235,,,2024-10-11,769.98,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.114,SB21B.5,,ORG,UNITED AIRLINES,,,,,,PO BOX 06649,,CHICAGO,IL,60606,,,2024-10-11,275.48,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.1,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2024-10-15,250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.3,,,ORG,"MAIANNE SAHL COMPANY, LLC",,,,,,16714 FITZHUGH RD.,,DRIPPING SPRINGS,TX,78620,,,2024-10-10,22221.85,,FINANCE CONSULTING/TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.2,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-10-02,2500.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
