form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00790790,EB3775,,,PAC,Angela Watts for City Council 2024 (FPPC# 1468115),,,,,,"1400 N. Harbor Blvd, Suite 550",,Fullerton,CA,92832,,,2024-06-28,1500.00,,Local Contribution,011,,Angela Watts for City Council 2024 (FPPC# 1468115),,Watts,Angela,,,,,,,,,,,,,,
SB29,C00790790,EB3414,,,PAC,Cottie Petrie-Norris for Assembly 2024 (FPPC #1456502),,,,,,"2646 DuPont Drive, #60-174",,Irvine,CA,92612,,,2024-04-04,500.00,,Local Contribution,011,,Cottie Petrie-Norris for Assembly 2024 (FPPC #1456502),,,,,,,,,,,,,,,,,
SB29,C00790790,EB3643,,,PAC,Diedre Thu-Ha Nguyen for Mayor 2024 (FFPC #1458797),,,,,,1400 N. Harbor Blvd,,Fullerton,CA,92835,,,2024-06-04,1000.00,,Local Contribution,011,,Diedre Thu-Ha Nguyen for Mayor 2024 (FFPC #1458797),,Nguyen,Diedre Thu-Ha,,,,,,,,,,,,,,
SB29,C00790790,EB3415,,,PAC,Frances Marquez for Orange County Supervisor 2024 (FPPC #1460254),,,,,,PO Box 3071,,Cypress,CA,90630,,,2024-04-04,2500.00,,Local Contribution,011,,Frances Marquez for Orange County Supervisor 2024 (FPPC #1460254),,,,,,,,,,,,,,,,,
SB29,C00790790,EB3750,,,PAC,Jessie Lopez for Santa Ana City Council Ward 3 (FPPC #1426455),,,,,,"1400 N. Harbor Blvd, Suite 550",,Fullerton,CA,92835,,,2024-06-27,1000.00,,Local Contribution,011,,Jessie Lopez for Santa Ana City Council Ward 3 (FPPC #1426455),,Lopez,Jessie,,,,,,,,,,,,,,
SB29,C00790790,EB3774,,,PAC,Kitty Jaramillo for City Council 2024 (FPPC #1468214),,,,,,"1400 N. Harbor Blvd, Suite 550",,Fullerton,CA,92832,,,2024-06-28,1500.00,,Local Contribution,011,,Kitty Jaramillo for City Council 2024 (FPPC #1468214),,Jaramillo,Vivian 'Kitty',,,,,,,,,,,,,,
SB29,C00790790,EB3749,,,PAC,Mancuso for City Council 2024 (FPPC #1468214),,,,,,"1127 - 11th Street, Suite 210",,Sacramento,CA,95814,,,2024-06-26,520.00,,Local Contribution,011,,Mancuso for City Council 2024 (FPPC #1468214),,Mancuso,Judie,,,,,,,,,,,,,,
SB29,C00790790,EB3569,,,PAC,Natalie Moser for HB City Council 2024 (FPPC #1425970),,,,,,6471 Antrim Circle,,Huntington Beach,CA,92647,,,2024-05-14,5500.00,,Local Contribution,011,,Natalie Moser for HB City Council 2024 (FPPC #1425970),,Moser,Natalie,,,,,,,,,,,,,,
SB29,C00790790,EB3642,,,PAC,Rhonda Bolton for Huntington Beach City Council 2024 (FFPC #1467302),,,,,,249 E. Ocean Blvd. #670,,Long Beach,CA,90802,,,2024-06-04,5500.00,,Local Contribution,011,,Rhonda Bolton for Huntington Beach City Council 2024 (FFPC #1467302),,Bolton,Rhonda,,,,,,,,,,,,,,
SB29,C00790790,EB3416,,,PAC,Sharon Quirk-Silva for Assembly 2024 (FPPC #1456932),,,,,,PO Box 4026,,Fullerton,CA,92834,,,2024-04-04,500.00,,Local contribution,011,,Sharon Quirk-Silva for Assembly 2024 (FPPC #1456932),,,,,,,,,,,,,,,,,
SB29,C00790790,EB3644,,,PAC,Tammy Kim for Irvine Mayor 2024 (FPPC #1457481),,,,,,"20 Truman St, #102",,Irvine,CA,92620,,,2024-06-04,620.00,,Local Contribution,011,,Tammy Kim for Irvine Mayor 2024 (FPPC #1457481),,Kim,Tammy,,,,,,,,,,,,,,
SB29,C00790790,EB3529,,,PAC,Thai Viet Phan for City Council 2024 (FPPC #1424001),,,,,,"3843 S. Bristol St., Ste. 604",,Santa Ana,CA,92704,,,2024-05-08,1000.00,,Local Contribution,011,,Thai Viet Phan for City Council 2024 (FPPC #1424001),,Phan,Thai Viet,,,,,,,,,,,,,,
SB29,C00790790,EB3568,,,PAC,Valerie Amezcua for Santa Ana Mayor 2024 (FPPC #1461953),,,,,,249 E. Ocean Blvd. #670,,Long Beach,CA,90802,,,2024-05-14,1000.00,,Local Contribution,011,,Valerie Amezcua for Santa Ana Mayor 2024 (FPPC #1461953),,Amezcua,Valerie,,,,,,,,,,,,,,
