form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00678839,500199882,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2024-10-25,2666.67,0.00,Non-Contribution Account - Finance Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500199883,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2024-11-20,2666.68,0.00,Non-Contribution Account - Finance Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500199901,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-10-31,9801.55,0.00,Non-contribution account -Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500199902,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-25,9366.27,0.00,Non-contribution account -Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500199859,,,ORG,Agave Strategies,,,,,,1286 W Amanda Ln,,Tempe,AZ,852843717,,,2024-10-23,2400.00,0.00,Non-Contribution Account - Communications Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500199858,,,ORG,Agave Strategies,,,,,,1286 W Amanda Ln,,Tempe,AZ,852843717,,,2024-11-12,2400.00,0.00,Non-Contribution Account - Communications Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00678839,500200101,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-22,21.50,0.00,Non-Contribution Account - Event Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00678839,500200102,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-22,109.59,0.00,Non-Contribution Account - Event Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00678839,500200096,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-29,571.14,0.00,Non-Contribution Account - Event Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00678839,500200100,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-29,9.98,0.00,Non-Contribution Account - Event Supplies,,,,,,,,,,,,,,,,,,,X,*
