form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00007898,500350634,,,ORG,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2024-05-08,5000.00,0.00,Senate - Pennsylvania,011,,,,,,,,,,,,,,,,,,,Senate - Pennsylvania
SB29,C00007898,500350636,,,ORG,Cooke For Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-05-08,5000.00,0.00,House 3rd District - Wisconsin,011,,,,,,,,,,,,,,,,,,,House 3rd District - Wisconsin
SB29,C00007898,500353200,,,ORG,Cooke For Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-05-29,-5000.00,0.00,voided check 1403 House 3rd District - Wisconsin,011,,,,,,,,,,,,,,,,,,,voided check 1403 House 3rd District - Wisconsin
SB29,C00007898,500353245,,,ORG,Cooke For Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-05-29,5000.00,0.00,House 3rd District - Wisconsin  reissued original check 1#403,011,,,,,,,,,,,,,,,,,,,House 3rd District - Wisconsin  reissued original check #1403
SB29,C00007898,500349269,,,ORG,Cottie Petrie-Norris For Assembly 2024,,,,,,2646 Dupont Dr,Ste Pm 60,Irvine,CA,926127651,G2024,,2024-04-24,500.00,0.00,State Assembly District 73 - California,011,,,,,,,,,,,,,,,,,,,State Assembly District 73 - California
SB29,C00007898,500354899,,,ORG,Emily Randall For Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-06-12,2500.00,0.00,"House, District 5 - Washington",011,,,,,,,,,,,,,,,,,,,"House, District 5 - Washington"
SB29,C00007898,500351276,,,IND,,For Congress,Schakowsky,,,,PO Box 5130,,Evanston,IL,602045130,G2024,,2024-05-15,5000.00,0.00,House District 9 - Illinois,011,,,,,,,,,,,,,,,,,,,House District 9 - Illinois
SB29,C00007898,500349290,,,ORG,Joe Kerr for Congress,,,,,,PO Box 5012,,Orange,CA,928635012,G2024,,2024-04-03,5000.00,0.00,CA 40th Congress District,011,,,,,,,,,,,,,,,,,,,CA 40th Congress District
SB29,C00007898,500349273,,,ORG,Jose Medina For Riverside Board of Supervisors 2024,,,,,,1700 Tribute Rd,Ste 201,Sacramento,CA,958154415,G2024,,2024-04-24,250.00,0.00,Riverside County Board of Supervisors District 1 - California,011,,,,,,,,,,,,,,,,,,,Riverside County Board of Supervisors District 1 - California
SB29,C00007898,500349280,,,ORG,Major General Richard D Roth USAF (Ret) for Supervisor 2024,,,,,,PO Box 51509,,Riverside,CA,925172509,G2024,,2024-04-24,250.00,0.00,Riverside County Supervisor - California,011,,,,,,,,,,,,,,,,,,,Riverside County Supervisor - California
SB29,C00007898,500354901,,,ORG,Marcus Riccelli For State Senate,,,,,,PO Box 1325,,Spokane,WA,992101325,G2024,,2024-06-12,500.00,0.00,"State Senate, LD 5 - Washington",011,,,,,,,,,,,,,,,,,,,"State Senate, LD 5 - Washington"
SB29,C00007898,500349283,,,ORG,Mark Gonzalez For Assembly 2024,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,G2024,,2024-04-24,500.00,0.00,State Assembly District 54 - California,011,,,,,,,,,,,,,,,,,,,State Assembly District 54 - California
SB29,C00007898,500350107,,,ORG,Pramila for Congress,,,,,,PO Box 21912,,Seattle,WA,981113912,P2024,,2024-05-03,2500.00,0.00,US Congressional Rep. 7th Dist.,011,,,,,,,,,,,,,,,,,,,US Congressional Rep. 7th Dist.
