form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00768101,500468165,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.66,Media Production Services,,,O,H0GA06192,Greene,Marjorie,Taylor,,,H,14,GA,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500468166,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.66,Media Production Services,,,O,H6FL01119,GAETZ,MATT,,,,H,01,FL,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500468167,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.67,Media Production Services,,,O,H0CO03165,BOEBERT,LAUREN,,,,H,03,CO,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500468168,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.67,Media Production Services,,,O,H6OH04082,JORDAN,JAMES,D.,,,H,04,OH,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500468169,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.67,Media Production Services,,,O,H2PA04135,PERRY,SCOTT,,,,H,10,PA,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500468171,,,ORG,Baro Strategies,,,,,,135 W 70Th St,Apt 2E,New York,NY,100234462,P2024,,2023-04-24,2500.00,2023-05-05,9166.67,Media Production Services,,,O,H0AZ01259,GOSAR,PAUL,,,,H,09,AZ,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467382,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.66,2023-04-21,9166.66,Media Buy,,,O,H0GA06192,Greene,Marjorie,Taylor,,,H,14,GA,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467542,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.66,2023-04-21,9166.66,Media Buy,,,O,H6FL01119,GAETZ,MATT,,,,H,01,FL,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467543,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.67,2023-04-21,9166.67,Media Buy,,,O,H0CO03165,BOEBERT,LAUREN,,,,H,03,CO,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467544,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.67,2023-04-21,9166.67,Media Buy,,,O,H6OH04082,JORDAN,JAMES,D.,,,H,04,OH,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467545,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.67,2023-04-21,9166.67,Media Buy,,,O,H2PA04135,PERRY,SCOTT,,,,H,10,PA,Flowers,Marcus,O.,,,2023-07-31,
SE,C00768101,500467547,,,ORG,Media Fortitude Partners,,,,,,230 Ogden Ave,2Nd Floor,Jersey City,NJ,073071242,P2024,,2023-04-24,6666.67,2023-04-21,9166.67,Media Buy,,,O,H0AZ01259,GOSAR,PAUL,,,,H,09,AZ,Flowers,Marcus,O.,,,2023-07-31,
