form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00585885,BBAA0FA8588FE41AB867,,,COM,Carol Alvarado Campaign,,,,,,PO Box 230842,,Houston,TX,772230842,G2024,,2024-09-09,1000.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BFA89BE154E584B6F952,,,COM,Friends of Devlin Robinson,,,,,,PO Box 81,,Hershey,PA,17033,P2024,,2024-09-12,-500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B2AEAAB69AD874C6C809,,,COM,Gaydos for PA,,,,,,PO Box 515,,Sewickley,PA,15143,G2024,,2024-09-25,250.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B8428BC3664A54CDF9A6,,,COM,Tom Takubo for Senate,,,,,,101 Bowling Lane,,Charleston,WV,25314,P2026,,2024-09-25,500.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B6D83F758B94F4CEC84F,,,COM,Shapiro for Pennsylvania,,,,,,PO Box 22635,,Philadelphia,PA,19110,P2026,,2024-09-12,-2500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B50F3B1C3FB994A99AAA,,,COM,Tim Schaffer for Ohio Senate,,,,,,1173 STONE RUN CT,,LANCASTER,OH,43130,G2024,,2024-09-25,500.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BEAC4918751EF4365980,,,COM,Committee to Elect Charles Sheedy,,,,,,12471 Waynesburg Pike Road,,Cameron,WV,26033,P2024,,2024-09-12,-250.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BE2A5A85EC4534E9A885,,,COM,Jay Costa for State Senate,,,,,,314 Newport Rd,,Pittsburgh,PA,152213757,G2024,,2024-09-09,1000.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B6C7D37F397024A94920,,,COM,Bob Fehrenbacher For West Virginia,,,,,,PO Box 5208,,Vienna,WV,26105,P2024,,2024-09-12,-250.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BAA6F5FD9C5BA4E78B0B,,,COM,Bob Fehrenbacher For West Virginia,,,,,,PO Box 5208,,Vienna,WV,26105,G2024,,2024-09-25,250.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BC6F2C4A9F5654B2C8CF,,,COM,Hanshaw for House,,,,,,5035 Wallback Road,,Wallback,WV,252859557,G2024,,2024-09-25,500.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B8B06985E78814578B4B,,,COM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,171080083,G2024,,2024-09-09,1000.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B90026B3F931447B6AA6,,,COM,Committee to Elect Eric Nelson,,,,,,PO Box 186,,Charleston,WV,25321,P2024,,2024-09-12,-500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BD286D0DE03454F67837,,,COM,Committee to Elect Eric Nelson,,,,,,PO Box 186,,Charleston,WV,25321,G2024,,2024-09-25,500.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,BD5D325F07C7344879CA,,,COM,Tom Takubo for Senate,,,,,,101 Bowling Lane,,Charleston,WV,25314,P2026,,2024-09-12,-500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B518E45E472A9488EA12,,,COM,Moore Capito for WV,,,,,,PO Box 2788,,Charleston,WV,25314,P2024,,2024-09-12,-250.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B60A914A79B634CACB49,,,COM,Friends to Elect Charles Clements,,,,,,242 E Thistle Court,,New Martinsville,WV,26155,P2026,,2024-09-12,-500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B78D1B988863649AEAC3,,,COM,Hanshaw for House,,,,,,5035 Wallback Road,,Wallback,WV,252859557,P2024,,2024-09-12,-500.00,,Void of 10/3/2023 Disbursement,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B9D8C2005ED51475DA5C,,,COM,CITIZENS FOR MCCOLLEY,,,,,,4679 WINTERSET DRIVE,,Columbus,OH,432208113,P2026,,2024-09-04,1000.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B7397EBF4F26C460CB92,,,COM,Friends of Anita Astorino Kulik,,,,,,127 Lorish Rd,,McKees Rocks,PA,151361670,G2024,,2024-09-17,1000.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
SB29,C00585885,B640C7E3C929A45B1AEF,,,COM,MILLER FOR OHIO,,,,,,6170 PLEASANT CHAPEL RD,,Newark,OH,43056,G2024,,2024-09-04,500.00,,Contribution to Committee,,,,,,,,,,,,,,,,,,,,,
