form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB23,C00528349,CAMPAIGN CONTRIBUTION,,,,,,P.O. BOX 24355,,JACKSON,MS,39225,2023-10-04,CAMPAIGN CONTRIBUTION,,REEVES,TATE,,,,23,,MS,,G,,5000.00,,,,202402010300460395
SB23,C00528349,LYNN FITCH FOR MISSISSIPPI,,,,,,P.O. BOX 698,,MADISON,MS,39130,2023-10-04,CAMPAIGN CONTRIBUTION,,LYNN,FITCH,,,,23,,MS,,G,,1000.00,,,,202402010300460396
SB23,C00528349,,,,,,,P.O. BOX 54099,,PEARL,MS,39288,2023-10-04,CAMPAIGN CONTRIBUTION,,KIRBY,DEAN,,,,23,S,MS,30,G,,500.00,,,,202402010300460398
SB23,C00528349,DEAN KIRBY CAMPAIGN,,,,,,P.O. BOX 54099,,PEARL ,MS,39288,2023-10-04,CAMPAIGN CONTRIBUTION,,KIRBY,DEAN,,,,23,S,MS,30,G,,500.00,,,,202402010300460398
SB23,C00528349,JASON HOWELL FOR STATE SENATE,,,,,,"702 CAPITAL AVENUE, ANNEX ROOM 290",,FRANKFORT,KY,40601,2023-11-29,CAMPAIGN CONTRIBUTION,,HOWELL,JASON,,,,23,S,KY,23,G,,1000.00,,,,202402010300460399
SB23,C00528349,COMMITTEE TO ELECT SHANDA YATES,,,,,,PO BOX 16409,,JACKSON,MS,39236,2023-10-04,CAMPAIGN CONTRIBUTION,,SHANDA,YATES,,,,23,H,MS,64,G,,500.00,,,,202402010300460398
SB23,C00528349,TREY LAMAR CAMPAIGN,,,,,,214 SOUTH WARD STREET,,SENTOBIA,MS,38668,2023-10-04,CAMPAIGN CONTRIBUTION,,LAMAR,TREY,,,,23,H,MS,08,G,,1000.00,,,,202402010300460396
SB23,C00528349,COMMITTEE TO ELECT MICHAEL WATSON,,,,,,P.O. BOX 964,,PASCAGONLA,MS,39568,2023-10-04,CAMPAIGN CONTRIBUTION,,WATSON,MICHAEL,,,,23,,MS,,G,,1000.00,,,,202402010300460396
SB23,C00528349,REPUBLICAN STATE LEADERSHIP COMMITTEE,,,,,,1201 F STREET NW,,WASHINGTON,DC,20004,2023-10-04,CONTRIBUTION/GOLF OUTING,,,,,,,23,,MS,,G,,5000.00,,,,202402010300460397
SB23,C00528349,HARKINS FOR MISSISSIPPI,,,,,,P.O. BOX 320374,,FLOWOOD,MS,39232,2023-10-04,CAMPAIGN CONTRIBUTION,,JOSH,HARKINS,,,,S,,MS,20,,,1000.00,,,,202402010300460397
SB23,C00528349,COMER FOR CONGRESS,,,,,,PO BOX 338,,TOMPKINSVILLE,KY,42167,2023-10-04,CAMPAIGN CONTRIBUTION,,COMER,JAMES,,,,23,H,KY,01,G,,2700.00,,,,202402010300460395
SB23,C00528349,MANLY BARTON CAMPAIGN,,,,,,7905 PECAN RIDGE,,MOSS POINT,MS,39502,2023-10-04,CAMPAIGN CONTRIBUTION,,MANLY,BARTON,,,,23,H,MS,10,G,,500.00,,,,202402010300460398
SB23,C00528349,FRIENDS OF DELBERT HOSEMAN,,,,,,P.O. BOX 321286,,FLOWOOD,MS,39239,2023-10-04,CAMPAIGN CONTRIBUTION,,DELBERT,HOSEMAN,,,,23,,MS,,G,,2500.00,,,,202402010300460399
SB23,C00528349,DAMON THAYER FOR STATE SENATE,,,,,,"702 CAPITAL AVENUE, ANNEX ROOM 242",,FRANKFORT,KY,40601,2023-11-29,CAMPAIGN CONTRIBUTION,,DANON,THAYER,,,,23,S,KY,,G,,1000.00,,,,202402010300460399
SB23,C00528349,MIKE NEMES FOR STATE SENATE,,,,,,209 SANDY DRIVE,,SHEPHERDSVILLE,KY,40165,2023-11-29,CAMPAIGN CONTRIBUTION,,MICHAEL,NEMES,,,,38,S,KY,38,G,,1000.00,,,,202402010300460400
SB23,C00528349,CHRIS MCDANIEL FOR STATE SENATE,,,,,,P.O. BOX 15231,,LATONIA,KY,41015,2023-11-29,CAMPAIGN CONTRIBUTION,,CHRIS,MCDANIEL,,,,23,S,KY,23,G,,1000.00,,,,202402010300460400
SB23,C00528349,MICHAEL MEREDITH FOR STATE REPRESENTATIVE,,,,,,P.O. BOX 292,,BROWNSVILLE,KY,42210,2023-11-29,CAMPAIGN CONTRIBUTION,,MICHAEL,MEREDITH,,,,,H,KY,19,G,,1000.00,,,,202402010300460400
