form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00331686,SB29.6293,,,CCM,Barb Kniff McCulla for Iowa,,,,,,1309 Elmridge Dr,,Pella,IA,50219,,,2023-09-05,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6291,,,PTY,Boone County Republican Party,,,,,,1702 SE Linn St,,Boone,IA,50036,,,2023-08-17,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6328,,,CCM,Boulton for Senate,,,,,,3127 Thompson Ave,,Des Moines,IA,50317,,,2023-12-14,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6327,,,CCM,Citizens for Jesse Green,,,,,,116 McPherson Street,,Boone,IA,50036,,,2023-12-12,2500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6297,,,CCM,Committee to Elect Zach Wahls,,,,,,1507 Winterpark Dr,,Coralville,IA,52241,,,2023-09-19,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6299,,,CCM,HAWKEYE FUND,,,,,,PO BOX 183,,HUDSON,WI,54016,,,2023-09-25,2500.00,,PAC to PAC transfer,,C00752253,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6285,,,CCM,People for Pam Jochum,,,,,,2368 Jackson St,,Dubuque,IA,52001,,,2023-07-24,1000.00,,Non-federal contribution,,,People for Pam Jochum,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6288,,,PTY,REPUBLICAN PARTY OF IOWA,,,,,,621 E 9TH ST,,DES MOINES,IA,50309,,,2023-07-28,1500.00,,Non-federal contribution,,C00014498,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6333,,,PTY,REPUBLICAN PARTY OF IOWA,,,,,,621 E 9TH ST,,DES MOINES,IA,50309,,,2023-12-29,1000.00,,Non-federal contribution,,C00014498,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6330,,,CCM,Sinclair for Iowa,,,,,,1255 King Rd,,Allerton,IA,50008,,,2023-12-15,1000.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6325,,,ORG,State Society of Iowa,,,,,,"101 Constitution NW, Suite 710E",,Washington,DC,20001,,,2023-12-06,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6332,,,CCM,Wheeler for Representative,,,,,,1714 2nd St,,Hull,IA,51239,,,2023-12-20,500.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00331686,SB29.6331,,,CCM,Win with Windschitl,,,,,,2912 Light Breeze Ln,,Missouri Valley,IA,51555,,,2023-12-15,1000.00,,Non-federal contribution,,,,,,,,,,,,,,,,,,,,
