form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00524769,SB29.7728,,,CCM,Arizonans for Matt Gress,,,,,,1677 E Maryland Ave,,Phoenix,AZ,85016,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Arizonans for Matt Gress,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7725,,,CCM,Brian Fernandez for State Senate - District 23,,,,,,PO Box 545,,Yuma,AZ,85366,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Brian Fernandez for State Senate - District 23,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7747,,,CCM,Dr. Matt Heinz for Supervisor,,,,,,840 S Meyer Ave,,Tucson,AZ,85701,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Dr. Matt Heinz for Supervisor,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7739,,,CCM,Hernandez,,,,,,PO Box 11301,,Tucson,AZ,85734,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Hernandez,,,,,,,,AZ,,,,,,,,,
SB29,C00524769,SB29.7726,,,CCM,Hildy 4 AZ,,,,,,1344 River Boat,,Bullhead City,AZ,86429,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Hildy 4 AZ,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7731,,,CCM,Jeff For AZ,,,,,,1360 S Camellia Ct,,Chandler,AZ,85286,G2024,,2024-10-08,250.00,,Contribution to a Non-Federal Campaign,,,Jeff For AZ,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7729,,,CCM,Julie Willoughby for State Representative - District 13,,,,,,2577 E Aloe Pl,,Chandler,AZ,85286,G2024,,2024-10-08,250.00,,Contribution to a Non-Federal Campaign,,,Julie Willoughby for State Representative - District 13,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7734,,,CCM,Kevin Volk for Arizona,,,,,,8880 E Broadway Blvd,Apt 217,Tucson,AZ,85710,G2024,,2024-10-08,250.00,,Contribution to a Non-Federal Campaign,,,Kevin Volk for Arizona,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7733,,,CCM,Martinez for Arizona,,,,,,PO Box 13125,,Casa Grande,AZ,85130,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Martinez for Arizona,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7737,,,CCM,Mathis for Arizona,,,,,,PO Box 65385,,Tucson,AZ,85728,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Mathis for Arizona,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7738,,,CCM,Nancy Gutierrez for State Representative - District 18,,,,,,PO Box 35612,,Tucson,AZ,85740,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Nancy Gutierrez for State Representative - District 18,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7742,,,CCM,Pena 4 AZ House,,,,,,2826 W 12th Pl,,Yuma,AZ,85364,G2024,,2024-10-08,250.00,,Contribution to a Non-Federal Campaign,,,Pena 4 AZ House,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7746,,,CCM,Re-Elect Rex,,,,,,9981 N Calle Solano,,Tucson,AZ,85737,G2024,,2024-10-08,1000.00,,Contribution to a Non-Federal Campaign,,,Re-Elect Rex,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7744,,,CCM,Sandoval for Arizona,,,,,,PO Box 5021,,Goodyear,AZ,85338,G2024,,2024-10-08,250.00,,Contribution to a Non-Federal Campaign,,,Sandoval for Arizona,,,,,,,,,,,,,,,,,
SB29,C00524769,SB29.7740,,,CCM,Stephanie Stahl Hamilton for State Representative,,,,,,PO Box 43913,,Tucson,AZ,85733,G2024,,2024-10-08,500.00,,Contribution to a Non-Federal Campaign,,,Stephanie Stahl Hamilton for State Representative,,,,,,,,,,,,,,,,,
