form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00886093,500129436,,,ORG,All Pro Color,,,,,,20750 Chesley Dr,,Farmington,MI,483365110,G2024,,2024-11-02,1705.60,2024-11-02,758604.98,For Harris Posters,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500118275,,,ORG,Discount Mugs,,,,,,12610 NW 115Th Ave,Bldg 200,Medley,FL,331783178,G2024,,2024-10-25,4768.21,2024-10-21,758604.98,"1000 Tote Bags, 2000 Foot Balls, 2000 Can Holders 'Harris Walz 2024' for campus give-a-ways",004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500129448,,,ORG,FedEx Office Print & Ship Center,,,,,,2800 S State St,,Ann Arbor,MI,481047103,G2024,,2024-11-02,1091.41,2024-11-02,758604.98,Printed Tabling Literature,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500129447,,,ORG,FedEx Office,,,,,,29119 Telegraph Rd,,Southfield,MI,480347603,G2024,,2024-11-02,824.96,2024-11-02,758604.98,Printed Literature for Tabling - Endorse Harris,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500118124,,,ORG,Good Stock And Company,,,,,,800 E Ct,Ste 160,Des Moines,IA,50309,G2024,,2024-10-21,4631.50,2024-10-21,758604.98,"Harris Designed Beanies (200) for Campus Give-A-Way(s), Shipping & Tax.",001,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500129443,,,ORG,Lawson Printers Inc,,,,,,685 Columbia Ave W,,Battle Creek,MI,490153027,G2024,,2024-11-02,1364.22,2024-11-02,758604.98,Plan to Vote Cards - Endorse Harris,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500120400,,,ORG,Malbert Media,,,,,,833 Leeds Dr,,North Bellmore,NY,117101056,G2024,,2024-10-21,2850.00,2024-10-21,758604.98,Voter Recommendation Cards,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500129440,,,ORG,Michigan Education Association,,,,,,1216 Kendale Blvd,,East Lansing,MI,488232008,G2024,,2024-11-02,2700.20,2024-11-02,758604.98,Pledge to Vote Cards,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500129444,,,ORG,Pride Printing & Mailing Service,,,,,,2847 US Highway 41 W,,Marquette,MI,498552252,G2024,,2024-11-02,104.94,2024-11-02,758604.98,Voter Information Cards - Pro Harris,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500138682,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,P2028,,2024-11-08,1848.40,2024-11-08,108132.41,SMS Texting,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500138683,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,P2028,,2024-11-09,1692.16,2024-11-09,108132.41,SMS Texting,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500138684,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,P2028,,2021-11-10,2826.21,2024-11-10,108132.41,SMS Texting,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
SE,C00886093,500138685,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,P2028,,2024-11-11,1765.64,2024-11-11,108132.41,SMS Texting,004,,S,P80000722,Harris,Kamala,,,,P,,,Venkataraman,Amritha,,,,2025-01-30,
