form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00004036,500018598,,,ORG,Adele For Delegate,,,,,,PO Box 2003,,Arlington,VA,222020003,,,2023-06-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018590,,,ORG,Andres for Supervisor,,,,,,3119 Juniper Ln,,Falls Church,VA,220441813,,,2023-06-15,2000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018507,,,ORG,Barbara Favola for State Senate,,,,,,2319 18th St N,,Arlington,VA,222013506,,,2023-06-13,2500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018521,,,ORG,Barker for Senate,,,,,,PO Box 10527,,Alexandria,VA,223100527,,,2023-06-15,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018602,,,ORG,Cole for VA,,,,,,PO Box 73,,Fredericksburg,VA,224040073,,,2023-06-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018546,,,ORG,Colorado State Council SEIU,,,,,,2525 W Alameda Ave,Fl 2,Denver,CO,802193047,,,2023-06-27,49790.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018580,,,ORG,Elect Atoosa Reaser,,,,,,PO Box 651052,,Sterling,VA,201651052,,,2023-06-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018509,,,ORG,Friends of Alex Askew,,,,,,PO Box 64544,,Virginia Beach,VA,234674544,,,2023-06-14,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018506,,,ORG,Friends of Jeff McKay,,,,,,PO Box 10066,,Alexandria,VA,223100066,,,2023-06-13,2500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018599,,,ORG,Friends of John Nowadly,,,,,,PO Box 7237,,Fairfax Station,VA,220397237,,,2023-06-15,2000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
