form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00879080,500147302,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-04,5.54,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147303,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-04,35.59,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147304,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-11,37.56,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147305,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-18,9.00,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147306,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-26,31.24,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147307,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,50.26,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147308,,,PAC,ACTBLUE,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,40.84,0.00,Credit Processing Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147317,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-11-26,10.00,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147315,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-11-27,352.37,0.00,Community Event Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147316,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-11-29,500.35,0.00,Community Event Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147309,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-12-30,7.08,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147300,,,ORG,C2G Strategies LLC,,,,,,7410 Waterfall Dr,,Mckinney,TX,750726923,,,2024-12-06,1000.00,0.00,Fundraising Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147310,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-12-02,333.70,0.00,Software Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147318,,,ORG,Grassroots Analytics,,,,,,806 7th St NW,,Washington,DC,200013868,,,2024-11-26,760.69,0.00,List Acquisition,,,,,,,,,,,,,,,,,,,,
SB21B,C00879080,500147301,,,ORG,Switchboard Public Benefit Corp.,,,,,,1752 P St NW,,Washington,DC,200361309,,,2024-12-09,2785.44,0.00,Fundraising Services,,,,,,,,,,,,,,,,,,,,
