form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00845792,SB22.6135,,,PTY,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,,,,,,PO BOX 935,,HELENA,MT,59624,,,2024-09-12,6200.00,,Distribution of Net JFC Proceeds,,C00008086,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6154,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-07-24,22378.42,,Distribution of Net JFC Proceeds,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6155,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-07-24,92677.43,,Distribution of Net JFC Proceeds-LEGAL,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6136,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-12,58000.00,,Distribution of Net JFC Proceeds-BLDG,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6137,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-12,43000.00,,Distribution of Net JFC Proceeds,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6138,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-12,65000.00,,Distribution of Net JFC Proceeds-LEGAL,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6143,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-07-24,14170.88,,Distribution of Net JFC Proceeds,,C00845099,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6144,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-09-12,24000.00,,Distribution of Net JFC Proceeds,,C00845099,,,,,,,,,,,,,,,,,,
SB22,C00845792,SB22.6146,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,G2024,,2024-07-24,109385.82,,Distribution of Net JFC Proceeds,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
SB22,C00845792,SB22.6148,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,P2024,,2024-07-24,23588.72,,Distribution of Net JFC Proceeds,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
SB22,C00845792,SB22.6147,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,G2024,,2024-09-12,4000.00,,Distribution of Net JFC Proceeds,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
SB22,C00845792,SB22.6149,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,P2024,,2024-09-12,2000.00,,Distribution of Net JFC Proceeds,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
SB22,C00845792,SB22.6150,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,E2024,Recount,2024-09-12,13000.00,,Distribution of Net JFC Proceeds,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
