form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00854893,SE.4539,,,ORG,Berlin Rosen LLC,,,,,,15 Maiden Lane,Suite 1600,New York,NY,10038,G2024,,2024-10-25,49231.05,2024-10-21,988705.77,Mailing Priting and Postage,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4553,,,ORG,Berlin Rosen LLC,,,,,,15 Maiden Lane,Suite 1600,New York,NY,10038,G2024,,2024-10-25,49231.05,2024-10-21,1037936.82,Mailing Priting and Postage,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4541,,,ORG,Berlin Rosen LLC,,,,,,15 Maiden Lane,Suite 1600,New York,NY,10038,G2024,,2024-10-25,1010.68,2024-10-24,1038947.50,Mailing Priting and Postage,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4554,,,ORG,Berlin Rosen LLC,,,,,,15 Maiden Lane,Suite 1600,New York,NY,10038,G2024,,2024-10-25,1010.68,2024-10-24,1039958.18,Mailing Priting and Postage,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4597,,,ORG,Committee LLC,,,,,,2415 Robin Hood St.,,Houston,TX,77005,G2024,,2024-10-28,3000.00,2024-10-28,1196333.18,Radio Advertising Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4604,,,ORG,Committee LLC,,,,,,2415 Robin Hood St.,,Houston,TX,77005,G2024,,2024-10-28,2000.00,2024-10-28,1208948.45,Radio Advertising Production,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4626,,,ORG,Cornerstone Printing Inc.,,,,,,448 Ignacio Blvd,Suite 337,Novato,CA,94949,G2024,,2024-11-02,3938.20,2024-10-30,1228260.58,Direct Mail,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4627,,,ORG,Cornerstone Printing Inc.,,,,,,448 Ignacio Blvd,Suite 337,Novato,CA,94949,G2024,,2024-11-02,3938.19,2024-10-30,1232198.77,Direct Mail,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4542,,,ORG,La Fiesta 971 FM,,,,,,103 Virginia St.,Suite 203,Sioux City,IA,51101,G2024,,2024-10-25,1625.00,2024-10-18,905882.70,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4544,,,ORG,MLB Research Associates,,,,,,54 Stage Road,,Williamsburg,MA,01096,G2024,,2024-10-25,1586.00,2024-10-18,907468.70,Radio Advertising Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
