form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00389403,SB23.7970,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,G1000,,2024-07-29,1000.00,,,,C00496760,AMODEI FOR NEVADA,,,,,,,H,NV,02,,,,,,,,
SB23,C00389403,SB23.8003,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-09-17,1000.00,,,,C00577999,BANKS FOR SENATE,,,,,,,S,IN,03,,,,,,,,
SB23,C00389403,SB23.8013,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 SOUTH GAFFEY STREET #421,,SAN PEDRO,CA,90731,G2024,,2024-09-17,1000.00,,,,C00577353,BARRAGAN FOR CONGRESS,,,,,,,H,CA,44,,,,,,,,
SB23,C00389403,SB23.7995,,,PAC,BARRETT BRIGADE VICTORY FUND,,,,,,PO BOX 15221,,LANSING,MI,48901,,,2024-09-05,2500.00,,,,C00817874,,,,,,,,,,,,,,,,,,
SB23,C00389403,SB23.7996,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,G2024,,2024-09-05,2000.00,,,,C00872473,BRIAN JACK FOR CONGRESS,,,,,,,H,GA,03,,,,,,,,
SB23,C00389403,SB23.7987,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,G2024,,2024-07-29,1500.00,,,,C00637371,CHRISSY HOULAHAN FOR CONGRESS,,,,,,,H,PA,06,,,,,,,,
SB23,C00389403,SB23.7997,,,CCM,CISNEROS FOR CONGRESS,,,,,,P.O. BOX 40,,PLACENTIA,CA,92871,G2024,,2024-09-05,1500.00,,,,C00650648,CISNEROS FOR CONGRESS,,,,,,,H,CA,,,,,,,,,
SB23,C00389403,SB23.8016,,,CCM,DOUG LAMALFA COMMITTEE,,,,,,"2150 RIVER PLAZA DR., #150",,SACRAMENTO,CA,95833,G2024,,2024-09-17,1000.00,,,,C00509422,DOUG LAMALFA COMMITTEE,,,,,,,H,CA,01,,,,,,,,
SB23,C00389403,SB23.7998,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX 3433,,PALM DESERT,CA,92261,G2024,,2024-09-05,2500.00,,,,C00502575,DR. RAUL RUIZ FOR CONGRESS,,,,,,,H,CA,36,,,,,,,,
SB23,C00389403,SB23.8004,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,G2024,,2024-09-17,1000.00,,,,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,,H,TX,07,,,,,,,,
