form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00359588,SB23.7878,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,G2024,,2024-04-19,250.00,,In-Kind Contribution (BGRGA),011,C00714865,BETH VAN DUYNE FOR CONGRESS,H0TX24209,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00359588,SB23.7883,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,G2024,,2024-05-24,3447.05,,In-Kind Contribution (Susan Gage),011,C00714865,BETH VAN DUYNE FOR CONGRESS,H0TX24209,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00359588,SB23.7882,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-04-17,400.00,,Event Expense (Wisconsin),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7874,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-04-19,250.00,,Event Expense (Gallego),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7879,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-04-19,250.00,,Event Expense (Van Duyne),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7894,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-06-04,250.00,,Event Expense (Fight Like Hell PAC),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7899,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-06-06,250.00,,Event Expense (Morrisey),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7911,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-06-25,250.00,,In-Kind Contribution (Ellzey),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7865,,,PAC,CHC BOLD PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,G2024,,2024-04-12,5000.00,,Political Contribution,011,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00359588,SB23.7864,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,413 New Jersey AVE SE,,WASHINGTON,DC,20003,G2024,,2024-04-12,5000.00,,Political Contribution,011,C00147512,,,,,,,,,,,,,,,,,,
