form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00074096,CBBE417A27824D1C220,,,COM,Angela Witwer for State Representative,,,,,,2122 Boxwood Lane,,Lansing,MI,48908,,,2023-08-25,1000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,83A72CC24BD07AEB4A6,,,COM,Blanca Rubio for Assembly 2024,,,,,,"921 11th St, Suite 904",,Sacramento,CA,95814,,,2023-08-25,2000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,7EF383A22CF4DE0E363,,,COM,Charles Perry Campaign,,,,,,P.O. Box 94806,,Lubbock,TX,79493,,,2023-08-25,3000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,9751BC9F2C616F3C386,,,COM,Cody Harris Campaign,,,,,,1007 N Mallard St,,Palestine,TX,75801,,,2023-08-25,2000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,30A63528B485FE40049,,,COM,Committee to Elect Roger Hauck,,,,,,PO Box 985,,Mt Pleasant,MI,48804,,,2023-08-25,1000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,3FD8205B917C498E58C,,,COM,Erin Zwiener for Texas,,,,,,P.O. Box 184,,Driftwood,TX,78619,,,2023-08-25,1000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,56B2BEF6DA79D88DF4B,,,COM,Friends of Phil Green,,,,,,7650 Trumbower Trail,,Millington,MI,48746,,,2023-08-25,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,63F0F29146AC13D7AD8,,,COM,Nesbitt Majority Fund II,,,,,,113 Pine St,,Paw Paw,MI,49079,,,2023-08-25,1000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,F265D3DE9026C5DBB95,,,COM,Richard Pena Raymond Campaign,,,,,,P.O. Box 450349,,Laredo,TX,78045,,,2023-08-25,2500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,F8293DA118030E08B0F,,,COM,Robert Rivas for Assembly 2024,,,,,,"1017 L St, PMB #292",,Sacramento,CA,95814,,,2023-08-25,1500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00074096,BC8ABF1ECB34EBB814B,,,COM,Texans for Dade Phelan,,,,,,PO Box 848,,Nederland,TX,77627,,,2023-08-25,10000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
