form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00292318,SB23.I3241,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,370 EAST SOUTH TEMPLE STE 580,,SALT LAKE CITY,UT,84111,C2024,CONVENTION,2023-09-06,5000.00,,,,C00738872,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,  ,,,,,,,
SB23,C00292318,SB23.I3244,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,P.O. BOX 11519,,CHARLESTON,WV,25339,P2026,,2023-09-06,1000.00,,,,C00539825,,S4WV00159,CAPITO,SHELLEY,MOORE,,,S,WV,,  ,,,,,,,
SB23,C00292318,SB23.I3242,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,,2023-09-06,5000.00,,,,C00729954,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00292318,SB23.I3240,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,P2024,,2023-09-06,5000.00,,,,C00441014,,H8VA01147,WITTMAN,ROBERT,J.,MR.,,H,VA,01,  ,,,,,,,
SB23,C00292318,SB23.I3243,,,CCM,TED BUDD FOR SENATE,,,,,,PO BOX 97127,,RALEIGH,NC,276247127,P2028,,2023-09-06,1000.00,,,,C00614776,,S2NC00505,BUDD,THEODORE,P,,,S,NC,,  ,,,,,,,
SB23,C00292318,SB23.I3246,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,708980505,P2026,,2023-09-25,1000.00,,,,C00543983,,S4LA00107,CASSIDY,WILLIAM,M.,,,S,LA,,  ,,,,,,,
SB23,C00292318,SB23.I3251,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 279,,ELK RIVER,MN,55330,P2024,,2023-09-25,5000.00,,,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB23,C00292318,SB23.I3245,,,CCM,JAMIE RASKIN FOR CONGRESS,,,,,,P.O. BOX 5418,,TAKOMA PARK,MD,20913,P2024,,2023-09-25,500.00,,,,C00575126,,H6MD08457,RASKIN,JAMIE,,,,H,MD,08,  ,,,,,,,
SB23,C00292318,SB23.I3250,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,P2024,,2023-09-25,1000.00,,,,C00730895,,H0FL03175,CAMMACK,KAT,,,,H,FL,03,  ,,,,,,,
SB23,C00292318,SB23.I3247,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2023-09-25,1000.00,,,,C00575050,,H6IL18088,LAHOOD,DARIN,MCKAY,,,H,IL,16,  ,,,,,,,
SB23,C00292318,SB23.I3249,,,CCM,MORAN FOR KANSAS,,,,,,P.O. BOX 1151,,HAYS,KS,67601,P2028,,2023-09-25,1000.00,,,,C00458315,,S0KS00091,MORAN,JERRY,,,,S,KS,00,  ,,,,,,,
SB23,C00292318,SB23.I3248,,,CCM,THOM TILLIS COMMITTEE,,,,,,P.O. BOX 97396,,RALEIGH,NC,27624,P2026,,2023-09-25,1500.00,,,,C00545772,,S4NC00162,TILLIS,THOM R,,,,S,NC,00,  ,,,,,,,
