form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035451,19678316,,,CCM,Sherman For Congress,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,P2024,,2023-07-31,5000.00,0.00,,011,C00308742,Sherman For Congress,H6CA24113,Sherman,Brad,,Rep.,,H,CA,30,,,,,,,,
SB23,C00035451,19678317,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,20003,,,2023-07-31,5000.00,0.00,,011,C00550970,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678318,,,PAC,HOUSE MAJORITY PAC,,,,,,"228 2nd St, SE",,Washington,DC,20003,,,2023-07-31,50000.00,0.00,,011,C00495028,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678319,,,PAC,Senate Majority PAC,,,,,,"700 13TH STREET, NW",Suite 600,Washington,DC,20005,,,2023-07-31,100000.00,0.00,,011,C00484642,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678320,,,PAC,With Honor PAC,,,,,,PO Box 1843,,Alexandria,VA,22313,,,2023-07-31,5000.00,0.00,,011,C00661272,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678321,,,PAC,IMPACT,,,,,,"220 I (Eye) Street, NE",Suite 250,Washington,DC,20002,,,2023-07-31,5000.00,0.00,,011,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678322,,,PAC,Coach PAC,,,,,,PO Box 590012,,Birmingham,AL,35259,,,2023-07-31,2500.00,0.00,,011,C00762260,,,,,,,,,,,,,,,,,,
SB23,C00035451,19678323,,,CCM,Sanford Bishop For Congress,,,,,,P O Box 909,,Columbus,GA,31902,P2024,,2023-07-31,2500.00,0.00,,011,C00266940,Sanford Bishop For Congress,H2GA02031,Bishop,Sanford,D.,Rep.,Jr.,H,GA,02,,,,,,,,
SB23,C00035451,19678324,,,CCM,Jerry Carl For Congress,,,,,,PO Box 852138,,Mobile,AL,36685,P2024,,2023-07-31,1000.00,0.00,,011,C00697789,Jerry Carl For Congress,H0AL01055,Carl,Jerry,,Rep.,Jr.,H,AL,01,,,,,,,,
SB23,C00035451,19678325,,,CCM,Jake Ellzey for Congress,,,,,,PO Box 341027,,Austin,TX,78734,G2024,,2023-07-31,5000.00,0.00,,011,C00770438,Jake Ellzey for Congress,,Ellzey,John,Kevin,,,H,TX,06,,,,,,,,
