form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00254656,SB23.8992,,,PAC,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-09-25,500.00,,,,C00706267,,,,,,,,,,,,,,,,,,
SB23,C00254656,SB23.9024,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,P2024,,2023-09-25,500.00,,,,C00714865,,,,,,,,H,TX,24,,,,,,,,
SB23,C00254656,SB23.9002,,,PAC,BYRON DONALDS FOR CONGRESS,,,,,,2430 VANDERBILT BEACH ROAD,STE 108 PMB 260,NAPLES,FL,34108,P2024,,2023-09-25,500.00,,,,C00733329,,,,,,,,,,,,,,,,,,
SB23,C00254656,SB23.9003,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-09-25,500.00,,,,C00786194,,,,,,,,H,AZ,06,,,,,,,,
SB23,C00254656,SB23.9005,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,P2024,,2023-09-25,500.00,,,,C00545749,,,,,,,,H,MN,06,,,,,,,,
SB23,C00254656,SB23.9006,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2023-09-25,500.00,,,,C00807743,,,,,,,,H,MN,01,,,,,,,,
SB23,C00254656,SB23.9008,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2023-09-25,500.00,,,,C00717959,,,,,,,,H,MN,07,,,,,,,,
SB23,C00254656,SB23.9009,,,CCM,HAGEMAN FOR WYOMING,,,,,,P.O. BOX 4157,,CHEYENNE,WY,82003,P2024,,2023-09-25,500.00,,,,C00788943,,,,,,,,H,WY,00,,,,,,,,
SB23,C00254656,SB23.9011,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,P2024,,2023-09-25,500.00,,,,C00801985,,,,,,,,H,CA,03,,,,,,,,
SB23,C00254656,SB23.9013,,,CCM,MCCARTHY VICTORY FUND,,,,,,"439 New Jersey Ave, SE",,Washiington,DC,20003,P2024,,2023-09-25,500.00,,,,C00541011,,,,,,,,H,CA,23,,,,,,,,
SB23,C00254656,SB23.9014,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-09-25,500.00,,,,C00558825,,,,,,,,H,IA,02,,,,,,,,
SB23,C00254656,SB23.9015,,,CCM,MILLS FOR CONGRESS,,,,,,1730 B GEO WASH MEM HWAY,PO BOX 8097,YORKTOWN,VA,23693,P2024,,2023-09-25,500.00,,,,C00355750,,,,,,,,H,VA,01,,,,,,,,
SB23,C00254656,SB23.9017,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,P2024,,2023-09-25,1000.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00254656,SB23.9018,,,PAC,PETE STAUBER FOR CONGRESS,,,,,,23 CENTRAL ENTRANCE,BOX 333,DULUTH,MN,55811,P2024,,2023-09-25,500.00,,,,C00650697,,,,,,,,,,,,,,,,,,
SB23,C00254656,SB23.9019,,,CCM,SHRI FOR CONGRESS,,,,,,19460 LOWELL DR,,DETROIT,MI,48203,P2024,,2023-09-25,500.00,,,,C00798132,,,,,,,,H,MI,13,,,,,,,,
SB23,C00254656,SB23.9022,,,CCM,TOKUDA FOR HAWAII,,,,,,PO BOX 792,,KANEOHE,HI,96744,P2024,,2023-09-25,500.00,,,,C00813758,,,,,,,,H,HI,02,,,,,,,,
