form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00614917,EB346,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,97281,G2024,,2024-09-27,800.00,,Contribution,011,,Andrea Salinas for Oregon,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00614917,EB352,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,80614,G2024,,2024-09-27,2000.00,,Contribution,011,,Caraveo for Congress,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00614917,EB351,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,G2024,,2024-09-27,3000.00,,Contribution,011,,Cartwright for Congress,,Cartwright,Matt,,,,H,PA,08,,,,,,,,
SB23,C00614917,EB349,,,COM,Committee to Elect Jared Golden,,,,,,P.O. Box 7108,,Lewiston,ME,04240,G2024,,2024-09-27,1000.00,,Contribution,011,,Committee to Elect Jared Golden,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00614917,EB353,,,CCM,Cooke for Congress,,,,,,P.O. Box 1846,,Eau Claire,WI,54702,G2024,,2024-09-27,1700.00,,Contribution,011,,Cooke for Congress,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00614917,EB355,,,CCM,Don Davis for NC,,,,,,P.O. Box 511,,Snow Hill,NC,28580,G2024,,2024-09-27,2000.00,,Contribution,011,,Don Davis for NC,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00614917,EB354,,,CCM,Eric Sorensen for Illinois,,,,,,P.O. Box 1172,,Moline,IL,61265,G2024,,2024-09-27,1000.00,,Contribution,011,,Eric Sorensen for Illinois,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00614917,EB344,,,CCM,Gabe Vasquez for Congress,,,,,,Drawer L,,Mesilla,NM,88046,G2024,,2024-09-27,800.00,,Contribution,011,,Gabe Vasquez for Congress,,Vasquez,Gabe,,,,H,NM,02,,,,,,,,
SB23,C00614917,EB350,,,COM,Kaptur for Congress,,,,,,545 E Town Street,,Columbus,OH,43215,G2024,,2024-09-27,1000.00,,Contribution,011,,Kaptur for Congress,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00614917,EB347,,,CCM,Marie for Congress,,,,,,P.O. Box 1164,,Washougal,WA,98671,G2024,,2024-09-27,2000.00,,Contribution,011,,Marie for Congress,,Perez,Marie Gluesenkamp,,,,H,WA,03,,,,,,,,
SB23,C00614917,EB348,,,CCM,Mary Peltola for Alaska,,,,,,"810 N Street, Suite 301",,Anchorage,AK,99501,G2024,,2024-09-27,2000.00,,Contribution,011,,Mary Peltola for Alaska,,Peltola,Mary,,,,H,AK,,,,,,,,,
SB23,C00614917,EB356,,,CCM,Nikki for Congress,,,,,,P.O. Box 5171,,Springfield,IL,62705,G2024,,2024-09-27,1000.00,,Contribution,011,,Nikki for Congress,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00614917,EB345,,,CCM,Vicente Gonzalez for Congress,,,,,,PO Box 6270,,Brownsville,TX,78523,G2024,,2024-09-27,1000.00,,Contribution,011,,Vicente Gonzalez for Congress,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
