form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4542,,,CCM,Cohen For Congress,,,,,,228 2nd Street SE,,Washington,DC,20003,P2024,,2024-05-23,1000.00,0.00,,011,C00422980,Cohen For Congress,H6TN09068,Cohen,Steve,I,Mr,,H,TN,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4539,,,CCM,Larson For Congress,,,,,,413 New Jersey AVE SE,,Washington,DC,20003,P2024,,2024-05-13,3000.00,0.00,,011,C00330142,Larson For Congress,H8CT01046,Larson,John,B,,,H,CT,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4541,,,CCM,Bonnie Watson Coleman For Congress,,,,,,600 Pennsylvania AVE SE #15180,,Washington,DC,20003,P2024,,2024-05-21,1000.00,0.00,,011,C00558437,Bonnie Watson Coleman For Congress,H4NJ12149,Coleman,Bonnie Watson,,,,H,NJ,12,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4543,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,413 New Jersey AVE SE,,Washington,DC,20003,P2024,,2024-05-14,1500.00,0.00,,011,C00418293,Committee To Re-Elect Henry Hank Johnson,H6GA04129,Johnson,Henry,,,,H,GA,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4532,,,CCM,Ron Estes For Congress,,,,,,220 W Windsor AVE,,Alexandria,VA,22301,P2024,,2024-05-01,1000.00,0.00,,011,C00632067,Ron Estes For Congress,H8KS04112,Estes,Ron,,,,H,KS,04,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4533,,,CCM,Sharice For Congress,,,,,,6129 Long Meadow RD,,McLean,VA,22101,P2024,,2024-05-07,1500.00,0.00,,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4534,,,CCM,Don Bacon for Congress,,,,,,217 3rd ST SE,,Washington,DC,20003,G2024,,2024-05-06,1000.00,0.00,,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Don,,,,H,NE,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4538,,,CCM,Scanlon For Congress,,,,,,C/O Next Level Partners,PO Box 15320,Washington,DC,20003,G2024,,2024-05-13,2500.00,0.00,,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,Gay,,,H,PA,05,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4537,,,CCM,Mann For Congress,,,,,,3410 Alabama AVE,,Alexandria,VA,22305,P2024,,2024-05-07,1000.00,0.00,,011,C00460659,Mann For Congress,H0KS01123,Mann,Tracey,Robert,,,H,KS,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4535,,,CCM,Lori Chavez-Deremer For Congress,,,,,,217 3rd ST SE,,Washington,DC,20003,P2024,,2024-05-06,1000.00,0.00,,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4536,,,CCM,Cleaver For Congress,,,,,,413 New Jersey AVE SE,,Washington,DC,20003,P2024,,2024-05-01,1500.00,0.00,,011,C00395848,Cleaver For Congress,H4MO05234,Cleaver,Emanuel,,,II,H,MO,05,,,,,,,,Political Contributions
