form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00386029,EB88243,,,COM,Gateway to Leadership PAC,,,,,,P.O. Box 43032,,Montclair,NJ,07043,,,2023-09-01,1000.00,,,011,C00704247,Gateway to Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00386029,EB88246,,,COM,Ron Estes for Congress,,,,,,PO Box 782952,,Wichita,KS,67278,P2024,,2023-09-07,1000.00,,,011,C00632067,Ron Estes for Congress,,Estes,Ron,,,,H,KS,04,,,,,,,,
SB23,C00386029,EB88248,,,COM,Jason Smith for Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,G2024,,2023-09-08,3000.00,,,011,C00541862,Jason Smith for Congress,,Smith,Jason,,,,H,MO,08,,,,,,,,
SB23,C00386029,EB88250,,,COM,Moran Victory Committee,,,,,,220 W Windsor Ave,,Alexandria,VA,22301,,,2023-09-08,1000.00,,,011,C00616268,Moran Victory Committee,,Committee,Joint Fundraising,,,,,,,,,,,,,,
SB23,C00386029,EB88253,,,COM,Webster for Congress,,,,,,P.O. Box 1007,,Webster,FL,33597,P2024,,2023-09-08,1000.00,,,011,C00481911,Webster for Congress,,Committee,Federal,,,,,,,,,,,,,,
SB23,C00386029,EB88254,,,COM,Los Angeles County Democratic Central Committee - Federal,,,,,,"777 S. Figueroa St., Suite 4050",,Los Angeles,CA,90015,,,2023-09-12,2900.00,,,011,C00300731,Los Angeles County Democratic Central Committee - Federal,,Party,Political,,,,,,,,,,,,,,
SB23,C00386029,EB89791,,,COM,Catherine Cortez Masto for Senate,,,,,,"8020 South Rainbow Blvd., Suite 10",,Las Vegas,NV,89139,P2028,,2023-09-27,1000.00,,,011,C00575548,Catherine Cortez Masto for Senate,,Masto,Catherine Cortez,,,,S,NV,,,,,,,,,
SB23,C00386029,EB89794,,,COM,Friends of John Thune,,,,,,PO Box 841,,Sioux Falls,SD,57101,P2028,,2023-09-27,2000.00,,,011,C00409581,Friends of John Thune,,Thune,John,,,,S,SD,,,,,,,,,
SB23,C00386029,EB89795,,,COM,Kaine Victory Fund,,,,,,1751 Potomac Greens DR,,Alexandria,VA,22314,2023,,2023-09-27,1000.00,,,011,C00833350,Kaine Victory Fund,,Committee,Federal,,,,,,,,,,,,,,
SB23,C00386029,EB89797,,,COM,LEGPAC,,,,,,"38 Ivy St., SE",,Washington,DC,20003,,,2023-09-27,2000.00,,,011,C00385534,LEGPAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00386029,EB89796,,,COM,Mike Kelly for Congress,,,,,,PO BOX 476,,Lyndora,PA,16045,P2024,,2023-09-27,2000.00,,,011,C00474189,Mike Kelly for Congress,,Kelly,Mike,,,,H,PA,16,,,,,,,,
SB23,C00386029,EB89798,,,COM,Steve Daines for Montana,,,,,,410 1st Street SE,2nd Floor,Washington,DC,20003,P2026,,2023-09-27,2000.00,,,011,C00491357,Steve Daines for Montana,,Daines,Steve,,,,S,MT,,,,,,,,,
SB23,C00386029,EB89793,,,COM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,53701,P2024,,2023-09-27,1000.00,,,011,C00326801,Tammy Baldwin for Senate,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00386029,EB89800,,,CCM,Jessica Morse for Congress,,,,,,5445 Madison Avenue,,Sacramento,CA,95841,P2024,,2023-09-28,500.00,,,011,C00650408,Jessica Morse for Congress,,Committee,Federal,,,,,,,,,,,,,,
SB23,C00386029,EB89803,,,COM,Ken Calvert for Congress Committee,,,,,,19318 Jesse Lane STE 200,,Riverside,CA,92508,P2024,,2023-09-28,1000.00,,,011,C00257337,Ken Calvert for Congress Committee,,Committee,Federal,,,,,,,,,,,,,,
