form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00420125,SB29.6077,,,PAC,ACEC San Antonio,,,,,,P. O. Box 6323,,San Antonio,TX,78209,,,2023-01-26,500.00,,political contirbution to a TX trade PAC,,,,,,,,,,,,,,,,,,,,
SB29,C00420125,SB29.6076,,,PAC,Grady Prestage Campaign,,,,,,P.O. Box 835,,Missouri City,TX,77459,,,2023-01-24,2500.00,,political contirbution to a Texas politician,,,,,,,,,,,,,,,,,,,,
SB29,C00420125,SB29.6079,,,CCM,Grant Moody Campaign,,,,,,"19203 RIm Drive 101, No 114",,San Antonio,TX,78257,,,2023-01-26,1000.00,,political contribution to a TX politicial,,,,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6081,,,CCM,John Whitmire Campaign,,,,,,P.O. Box 41964,,houston,TX,77078,,,2023-02-01,2500.00,,political contribution to a TX politician,,,,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6083,,,CCM,Josh Schroeder Campaign,,,,,,356 Westbury Drive,,Georgetown,TX,78633,,,2023-02-15,500.00,,,,,,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6085,,,CCM,Justin Beckendorf Campaign,,,,,,3506 Pitts Rd,,Katy,TX,77449,,,2023-02-15,1500.00,,political contirbution to a TX politician,,,,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6091,,,PAC,Justin Rodriguez Campaign,,,,,,101 W. Nueva,10th Floor,San Antonio,TX,78205,,,2023-04-21,1000.00,,political contribution to a TX politician,,,,,,,,,,,,,,,,,,,,
SB29,C00420125,SB29.6072,,,CCM,Lelsey Briones Campaign,,,,,,P.O. Box 56386,,houston,TX,77234,,,2023-01-24,2500.00,,political contribution to a TX politician,,,Lelsey Briones Campaign,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6088,,,CCM,Matt Gray Campaign,,,,,,P.O. Box 75190,,Houston,TX,77234,,,2023-03-30,2500.00,,political contribution to a TX politician,,,,,,,,,,,TX,,,,,,,,,
SB29,C00420125,SB29.6093,,,PAC,Robert Walker Campaign,,,,,,P.O. Box 558,,Pinehurst,TX,77362,,,2023-05-04,1000.00,,political contribution to a TX politician,,,,,,,,,,,,,,,,,,,,
SB29,C00420125,SB29.6094,,,PAC,Valerie Covey Campaign,,,,,,P.O. Box 2925,,Georgetown,TX,78627,,,2023-06-27,2500.00,,political contirbution to a TX politician,,,,,,,,,,,,,,,,,,,,
SB29,C00420125,SB29.6090,,,PAC,Vincent Morales Campaign,,,,,,PO Box 1174,,Rosenberg,TX,77471,,,2023-04-01,5000.00,,political contribution to a TX politician,,,,,,,,,,,,,,,,,,,,
