form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00147512,VNV6YA3PN77,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-03,127.41,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PN85,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-03,950.71,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PN93,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-09,1336.27,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNA1,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-17,1328.18,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNB8,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-23,1244.05,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNC6,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-30,2031.64,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNR1,,,ORG,Addison Strategies,,,,,,205 Yoakum Pkwy,Unit 1524,Alexandria,VA,223043840,,,2023-01-23,46000.00,0.00,Administrative & Managerial Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNE2,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-03,252.04,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PN51,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,30.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,VNV6YA3PNT7,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,175.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
