form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235184,SB29.20701,,,CCM,CITIZENS FOR DAN BLUE,,,,,,P.O. BOX 287,,RALEIGH,NC,27602,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,CITIZENS FOR DAN BLUE,,BLUE,DAN,,,,S,NC,14,,,,,,,,
SB29,C00235184,SB29.20710,,,CCM,COMMITTEE FOR DR. TIM REEDER,,,,,,1413 FOX HOLLOW DR,,AYDEN,NC,28513,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,COMMITTEE FOR DR. TIM REEDER,,REEDER,TIM,,DR.,,H,NC,09,,,,,,,,
SB29,C00235184,SB29.20715,,,CCM,COMMITTEE TO ELECT ELWOOD GARNER,,,,,,412 FRANKLIN ST,,KENANSVILLE,NC,28349,P2024,,2024-01-25,3000.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT ELWOOD GARNER,,GARNER,ELWOOD,,,,,NC,,,,,,,,,
SB29,C00235184,SB29.20713,,,CCM,COMMITTEE TO ELECT JEFFREY MCNEELY,,,,,,191 NEW STERLING ROAD,,STONY POINT,NC,28678,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT JEFFREY MCNEELY,,MCNEELY,JEFFREY,,,,H,NC,84,,,,,,,,
SB29,C00235184,SB29.20702,,,CCM,COMMITTEE TO ELECT MIKE WOODARD,,,,,,732 9TH STREET,,DURHAM,NC,277054803,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT MIKE WOODARD,,WOODARD,MIKE,,,,S,NC,22,,,,,,,,
SB29,C00235184,SB29.20711,,,CCM,DEAN ARP FOR NC HOUSE,,,,,,P.O. BOX 1511,,MONROE,NC,281111511,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,DEAN ARP FOR NC HOUSE,,ARP,DEAN,,,,H,NC,69,,,,,,,,
SB29,C00235184,SB29.20712,,,CCM,LARRY STRICKLAND CAMPAIGN COMMITTEE,,,,,,P.O. BOX 700,,PINE LEVEL,NC,27568,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,LARRY STRICKLAND CAMPAIGN COMMITTEE,,STRICKLAND,LARRY,,,,H,NC,28,,,,,,,,
SB29,C00235184,SB29.20708,,,CCM,MICHAEL H. WRAY FOR STATE HOUSE,,,,,,301 HILLSBOROUGH ST.,STE 950,RALEIGH,NC,27603,P2024,,2024-01-25,3000.00,,CONTRIBUTION,011,,MICHAEL H. WRAY FOR STATE HOUSE,,WRAY,MICHAEL,,,,H,NC,27,,,,,,,,
SB29,C00235184,SB29.20704,,,CCM,PAUL LOWE NC SENATE,,,,,,P.O. BOX 20262,,WINSTON SALEM,NC,271200262,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,PAUL LOWE NC SENATE,,LOWE,PAUL,,,,S,NC,32,,,,,,,,
SB29,C00235184,SB29.20706,,,CCM,SHELLY WILLINGHAM CAMPAIGN FUND,,,,,,P.O. BOX 1826,,ROCKY MOUNT,NC,27802,P2024,,2024-01-25,2000.00,,CONTRIBUTION,011,,SHELLY WILLINGHAM CAMPAIGN FUND,,WILLINGHAM,SHELLY,,,,H,NC,23,,,,,,,,
SB29,C00235184,SB29.20700,,,CCM,STEVE TROXLER FOR NC COMM OF AGRICULTURE,,,,,,P.O. BOX 450,,BROWNS SUMMIT,NC,27214,P2024,,2024-01-25,6000.00,,CONTRIBUTION,011,,STEVE TROXLER FOR NC COMM OF AGRICULTURE,,TROXLER,STEVE,,,,,NC,,,,,,,,,
