form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00348607,500486170,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-12-19,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00348607,500486171,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-12-19,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00348607,500486172,,,CCM,Mondaire For Congress,,,,,,499 S Capitol St SW,Ste 407,Washington,DC,200034016,P2024,,2023-12-31,5000.00,0.00,Contribution,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,
SB23,C00348607,500486173,,,PAC,Nevada Senate Victory 2024,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,O2023,2023 Contribution,2023-12-31,5000.00,0.00,Contribution,,C00829929,Nevada Senate Victory 2024,,,,,,,,,,,,,,,,,
SB23,C00348607,500486017,,,PAC,Colin Allred Victory Fund,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,O2023,2023 Contribution,2023-12-22,5000.00,0.00,Contribution,,C00862995,Colin Allred Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00348607,500486157,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,P2024,,2023-09-30,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
SB23,C00348607,500485987,,,PAC,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,191028746,O2023,2023 Contribution,2023-12-08,5000.00,0.00,Contribution,,C00545830,Casey Keystone Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00348607,500486018,,,CCM,Debbie For Florida,,,,,,PO Box 432250,,Miami,FL,332432250,P2024,,2023-09-28,5000.00,0.00,Contribution,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
SB23,C00348607,500486019,,,CCM,Debbie For Florida,,,,,,PO Box 432250,,Miami,FL,332432250,G2024,,2023-09-28,5000.00,0.00,Contribution,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
SB23,C00348607,500486159,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2023-09-30,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
