form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00752048,500130160,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-17,14887.83,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/18 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130161,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-17,44663.48,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/18 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130163,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-18,9002.58,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/19 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130164,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-18,27007.73,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/19 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130170,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-19,11253.24,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/20 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130171,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-19,33759.73,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/20 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130195,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-20,12028.47,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/21 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130197,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-20,36085.43,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/21 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130376,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-21,7183.02,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/22 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130377,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-21,21549.05,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/22 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130378,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-21,7515.63,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/22 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130462,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-22,6625.87,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/23 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130463,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-22,19877.63,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/23 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130464,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-22,7515.63,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/23 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130494,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-23,6918.75,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/24 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130495,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-23,20756.24,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/24 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130496,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-23,7515.63,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/24 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130505,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-24,11679.30,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/25 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130506,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-24,5010.42,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/25 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130507,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-24,2505.21,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/25 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130508,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-24,35037.90,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/25 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130512,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-25,6936.32,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/26 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130513,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-25,5010.42,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/26 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130514,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-25,2505.21,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/26 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130515,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-25,20808.98,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/26 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130516,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-26,20466.53,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/27 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130517,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-26,5010.42,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/27,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130518,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-26,2505.21,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/27 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130519,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-26,61399.59,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/27 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130530,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-27,11605.55,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/28 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130531,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-27,5010.42,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/28 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130532,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-27,2505.21,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/28 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130533,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-27,34816.68,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/28 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130562,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-28,5010.42,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/30 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130563,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-28,2505.21,,2689193.33,Actual Cost for Digital Billboards As Disclosed on 10/30 24-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
SE,C00752048,500130564,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,G2024,,2024-10-28,9910.62,,2689193.33,Actual Cost for Dissemination of Digital Ads As Disclosed on 10/30 24-Hr Report,004,,O,P80001571,Trump,Donald,J.,,,P,,,Sabitoni,Michael,F.,,,2024-12-04,
