form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00760827,500038701,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-30,7.57,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500038702,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-01,5.15,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500038703,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-08,9.65,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500039442,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-15,8.37,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040303,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-22,3.10,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040304,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-29,10.14,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040305,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-31,0.80,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040718,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,110.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040719,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,12.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040720,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,12.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00760827,500040721,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,125.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
