form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00342246,SB23.7332,,,ORG,ASSEMBLY DEMOCRATIC CAMPAIGN COMMITTEE (ADCC),,,,,,PO BOX 814,,MADISON,WI,53704,,,2024-10-04,1000.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7333,,,ORG,ASSEMBLY DEMOCRATIC CAMPAIGN COMMITTEE (ADCC),,,,,,PO BOX 814,,MADISON,WI,53704,,,2024-10-04,1000.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7329,,,ORG,COMMITTEE TO ELECT A REPUBLICAN SENATE,,,,,,PO BOX 2741,,MADISON,WI,53701,,,2024-10-04,500.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7330,,,ORG,COMMITTEE TO ELECT A REPUBLICAN SENATE,,,,,,PO BOX 2741,,MADISON,WI,53701,,,2024-10-04,500.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7331,,,ORG,COMMITTEE TO ELECT A REPUBLICAN SENATE,,,,,,PO BOX 2741,,MADISON,WI,53701,,,2024-10-04,1000.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7344,,,CCM,DeGroot for Assembly,,,,,,4127 Pleasant Lane,,Mount Pleasant,WI,53405,G2024,,2024-10-04,200.00,,Contribution to Campaign,,,DeGroot for Assembly,,DeGroot,Dave,,,,,WI,66,,,,,,,,
SB23,C00342246,SB23.7343,,,CCM,Duey for Senate,,,,,,2428 Coverred Bridge Road,,Saukville,WI,53080,G2024,,2024-10-04,1000.00,,Contribution to Campaign,,,Duey for Senate,,Stroebel,Duey,,Hon.,,S,WI,20,,,,,,,,
SB23,C00342246,SB23.7322,,,CCM,Friends of Greta Neubauer,,,,,,11445 Main Street,,Racine,WI,53403,G2024,,2024-10-04,600.00,,Contribution to Campaign,,,Friends of Greta Neubauer,,Neubauer,Greta,,,,,,,,,,,,,,
SB23,C00342246,SB23.7334,,,ORG,REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE (RACC),,,,,,148 EAST JOHNSON STREET,,MADISON,WI,53703,,,2024-10-04,4250.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7328,,,ORG,STATE SENATE DEMOCRATIC COMMITTEE,,,,,,15 N. Pinckney,Suite 420,MADISON,WI,53703,,,2024-10-04,500.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00342246,SB23.7321,,,CCM,Tip for Wisconsin,,,,,,3304 27th Street,,Kenosha,WI,53144,G2024,,2024-10-04,500.00,,Campaign Contriibution,,,Tip for Wisconsin,,McGuire,Tip,,,,,WI,,,,,,,,,
SB23,C00342246,SB23.7316,,,ORG,Wisconsin Manufactureres & Commerce PAC,,,,,,501 E. Washington Avenue,,MADISON,WI,53703,,,2024-10-04,2000.00,,Contribution to State PAC,,,,,,,,,,,,,,,,,,,,
