form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570945,SB.16,,,CCM,COLE FOR CONGRESS,,,,,,PO BOX 722256,,NORMAN,OK,73070,G2024,,2024-05-06,5000.00,,CONTRIBUTION ,,C00379735,,,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00570945,SB.18,,,CCM,COLE FOR CONGRESS,,,,,,PO BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-06,5000.00,,CONTRIBUTION ,,C00379735,,,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00570945,SB.23,,,CCM,GREG LOPEZ FOR CONGRESS,,,,,,36792 VIEW RIDGE DRIVE,,ELIZABETH,CO,80107,S2024,,2024-05-06,2500.00,,CONTRIBUTION ,,C00875252,,,LOPEZ,GREG,,,,H,CO,04,  ,,,,,,,SPECIAL GENERAL
SB23,C00570945,SB.17,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,G2024,,2024-05-08,5000.00,,CONTRIBUTION ,,C00855494,,,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,
SB23,C00570945,SB.19,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,P2024,,2024-05-08,5000.00,,CONTRIBUTION ,,C00855494,,,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,PRIMARY DEBT 
SB23,C00570945,SB.22,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,R2024,,2024-05-08,5000.00,,CONTRIBUTION ,,C00855494,,,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,RUN-OFF DEBT
SB23,C00570945,SB.14,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2024-05-08,5000.00,,CONTRIBUTION ,,C00055582,,,,,,,,,,,  ,,,,,,,
SB23,C00570945,SB.20,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,R2024,,2024-05-13,5000.00,,CONTRIBUTION ,,C00706614,,,GONZALES,ERNEST,ANTHONY,,,H,TX,23,  ,,,,,,,
SB23,C00570945,SB.21,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR NUM 105,,PEACHTREE CITY,GA,30269,R2024,,2024-05-28,5000.00,,CONTRIBUTION ,,C00872473,,,JACK,BRIAN,,,,H,GA,03,  ,,,,,,,
SB23,C00570945,SB.15,,,PAC,TRUMP 47 COMMITTEE INC,,,,,,PO BOX 509,,ARLINGTON,VA,22216,,,2024-05-30,100000.00,,CONTRIBUTION ,,C00867937,,,,,,,,,,,  ,,,,,,,
