form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00814202,B-545,,,ORG,4imprint,,,,,,101 Commerce Street,,Oshkosh,WI,54901,P2024,,2023-08-01,994.08,,Printing,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-565,,,COM,ActBlue,,,,,,P.O. Box 441146,,Somerville,MA,02144,P2024,,2023-12-31,660.74,,ActBlue Fees,012,C00401224,ActBlue,,,,,,,,,,,,,,,,,
SB29,C00814202,B-540,,,ORG,Arcade 160 Studios,,,,,,597 Virginia Avenue Northeast,Suite 1,Atlanta,GA,30306,P2024,,2023-10-11,450.00,,Voice over recording,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-547,,,ORG,Associated Press,,,,,,200 Liberty Street,,New York,NY,10281,P2024,,2023-08-18,270.00,,Photo License,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-554,,,ORG,Associated Press,,,,,,200 Liberty Street,,New York,NY,10281,P2024,,2023-10-31,5550.00,,Photo License,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-543,,,ORG,Custom Ink,,,,,,2910 District Avenue,,Fairfax,VA,22031,P2024,,2023-07-26,509.30,,Printing,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-544,,,ORG,DC Shirt and Print,,,,,,6925 Willow Street Northwest,,Washington,DC,20012,P2024,,2023-07-26,406.76,,Printing,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-546,,,ORG,Getty Images,,,,,,605 5th Avenue South,Suite 400,Seattle,WA,98104,P2024,,2023-08-18,176.80,,Photo License,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-551,,,ORG,Getty Images,,,,,,605 5th Avenue South,Suite 400,Seattle,WA,98104,P2024,,2023-10-11,211.12,,Photo License,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-563,,,ORG,"Lovett Printing, Inc.",,,,,,6015 East Shirley Lane,,Montgomery,AL,36117,P2024,,2023-12-30,247.50,,Printing,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-562,,,ORG,MailChimp,,,,,,675 Ponce De Leon Avenue Northeast,Suite 5000,Atlanta,GA,30308,P2024,,2023-12-19,26.50,,Mail/Advertising Fee,012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-555,,,ORG,SPLC Action Fund,,,,,,400 Washington Ave,,Montgomery,AL,36104,P2024,,2023-11-02,17863.16,,"staff, website and office expenses",012,,,,,,,,,,,,,,,,,,,
SB29,C00814202,B-564,,,ORG,Wilkins Media LLC,,,,,,555 5th Avenue,,New York,NY,10017,P2024,,2023-08-10,15400.00,,Advertising Services,012,,,,,,,,,,,,,,,,,,,
