form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00738732,SE.4382,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,3937.50,2024-10-18,6849.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4383,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,3937.50,2024-10-18,41447.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4384,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,5683.50,2024-10-18,47131.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4385,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4483.50,2024-10-18,16232.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4386,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4483.50,2024-10-18,16232.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,H4MI07210,HERTEL,CURTIS JR.,,,,H,07,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4388,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4601.50,2024-10-25,11450.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4390,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4601.50,2024-10-25,51732.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4391,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4525.00,2024-10-25,56257.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4392,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4525.00,2024-10-25,20757.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4393,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,4525.00,2024-10-25,20757.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,H4MI07210,HERTEL,CURTIS JR.,,,,H,07,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4395,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,15045.00,2024-10-31,71302.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4396,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,12224.50,2024-10-31,32981.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4397,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,12224.50,2024-10-31,32981.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,H4MI07210,HERTEL,CURTIS JR.,,,,H,07,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4398,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,7816.00,2024-10-31,79118.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4399,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,7816.00,2024-10-31,19266.50,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4410,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,15.00,2024-11-01,15.00,Email Outreach,004,C00738732,S,S2MA00170,WARREN,ELIZABETH,,,,S,,MA,Gipson,LeWanda,,,,2024-12-05,
