form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00243659,500070288,,,COM,Amber Arlint for SD House,,,,,,8605 S Regent Park Dr,,Sioux Falls,SD,571081509,G2024,,2024-06-26,250.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070261,,,COM,Ann Roe for Wisconsin,,,,,,PO Box 1075,,Janesville,WI,535471075,G2024,,2024-06-07,500.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070238,,,COM,Ballard for Nebraska,,,,,,6801 NW 2nd St,,Lincoln,NE,685216610,G2024,,2024-06-05,500.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070268,,,COM,Barb Kniff McCulla for Iowa,,,,,,1309 Elmridge Dr,,Pella,IA,502191065,G2024,,2024-06-10,750.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070239,,,COM,Ben Hansen for Legislature,,,,,,450 S 17th St,,Blair,NE,680082017,G2024,,2024-06-05,500.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070241,,,COM,Bosn for Legislature,,,,,,5110 S 90th St,,Lincoln,NE,685269627,G2024,,2024-06-05,500.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070304,,,COM,Brian Mulder for District 11,,,,,,2200 S Oxford Ave,,Sioux Falls,SD,571060574,G2024,,2024-06-26,250.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070249,,,COM,Buckley for Assembly,,,,,,3249 W Point Rd,,Green Bay,WI,543135219,G2024,,2024-06-07,500.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070289,,,COM,Callies Campaign Committee,,,,,,1332 20th St NE,,Watertown,SD,572017376,G2024,,2024-06-26,250.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00243659,500070226,,,COM,Cavanaugh for Nebraska,,,,,,916 S 85th St,,Omaha,NE,681145212,G2024,,2024-06-05,250.00,0.00,Political contribution,,,,,,,,,,,,,,,,,,,,
