form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00014019,SB23.6708,,,CAN,,ALFORD,MARK,,,,PO BOX 1428,,RAYMORE,MO,64083,P1000,,2024-04-30,1000.00,,Contribution,011,,,H2MO04207,ALFORD,MARK,,,,H,MO,04,,,,,,,,
SB23,C00014019,SB23.6709,,,CAN,,BABIN,BRIAN,,,,PO BOX 159,,WOODVILLE,TX,75979,G2024,,2024-04-30,1000.00,,Contribution,011,,,H6TX02079,BABIN,BRIAN,,,,H,TX,36,,,,,,,,
SB23,C00014019,SB23.6710,,,PAC,CLOUD FOR CONGRESS,,,,,,PO BOX 7027,,VICTORIA,TX,77903,G2024,,2024-04-30,1000.00,,Contribution,011,,,H8TX27049,Cloud,Michael,,,,,TX,27,,,,,,,,
SB23,C00014019,SB23.6707,,,PAC,DAVID SCOTT FOR CONGRESS,,,,,,P.O. BOX 960821,,RIVERDALE,GA,30296,S2024,Special-Primary,2024-04-03,5000.00,,Contribution,011,,,H2GA13012,SCOTT,DAVID ALBERT,,,,H,GA,13,,,,,,,,
SB23,C00014019,SB23.6849,,,PAC,DAVID SCOTT FOR CONGRESS,,,,,,P.O. BOX 960821,,RIVERDALE,GA,30296,G2024,,2024-04-03,5000.00,,Contribution,011,,,H2GA13012,SCOTT,DAVID ALBERT,,,,H,GA,13,,,,,,,,
SB23,C00014019,SB23.6716,,,PAC,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2024-05-21,2000.00,,Contribution,011,,,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00014019,SB23.6717,,,PAC,JIM COSTA FOR CONGRESS,,,,,,2037 W BULLARD AVE,# 355,FRESNO,CA,93711,G2024,,2024-05-21,1000.00,,Contribution,011,,,H4CA20082,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00014019,SB23.6714,,,CCM,LUCAS FOR CONGRESS,,,,,,PO Box 1726,,Oklahoma City,OK,73101,P2024,,2024-05-21,1000.00,,Contribution,011,C00287912,LUCAS FOR CONGRESS,H4OK06056,LUCAS,FRANK D.,,,,H,OK,03,,,,,,,,
SB23,C00014019,SB23.6715,,,PAC,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,P2024,,2024-05-21,2000.00,,Contribution,011,,,S8TN00337,BLACKBURN,MARSHA MRS.,,,,S,TN,00,,,,,,,,
SB23,C00014019,SB23.6712,,,PAC,TEAM MARSHALL II,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,P2026,,2024-05-21,2000.00,,Contribution,011,,,S0KS00315,MARSHALL,ROGER W,,,,S,KS,00,,,,,,,,
SB23,C00014019,SB23.6720,,,PAC,Trump 47 Committee,,,,,,P.O. BOX 509,,Arlington,VA,22216,G2024,,2024-06-03,2000.00,,Contribution,011,C00867937,Trump 47 Committee,,,,,,,,,,,,,,,,,
SB23,C00014019,SB23.6711,,,PAC,WEBER FOR CONGRESS,,,,,,1701 BENDING STREAM,,FRIENDSWOOD,TX,77546,G2024,,2024-05-01,1000.00,,Contribution,011,,,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
