form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00740514,SE.4704,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,352.63,2024-10-01,1373.88,Political Digital AD,004,C00740514,S,,Rogers,Mike,,,,S,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4715,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,475.01,2024-10-03,1905.03,Political Digital AD,004,C00740514,S,H0MI08141,Junge,Paul,,,,H,08,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4717,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,191.34,2024-10-05,361.51,Political Digital AD,004,C00740514,O,H4AZ07043,GALLEGO,RUBEN,,,,S,,AZ,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4719,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,181.24,2024-10-06,542.75,Political Digital AD,004,C00740514,S,S4AZ00220,LAKE,KARI,,,,S,,AZ,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4716,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,184.81,2024-10-07,1558.69,Political Digital AD,004,C00740514,O,H8MI08102,Slotkin,Elissa,,,,S,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4714,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,231.59,2024-10-09,501.41,Political Digital AD,004,C00740514,S,H4MI03268,Hudson,Paul,,,,H,03,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4703,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,59.94,2024-10-10,4792.48,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4710,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,220.01,2024-10-11,2125.04,Political Digital AD,004,C00740514,S,,Rivet,Kristen,,,,H,08,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4711,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,717.80,2024-10-12,5510.28,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4706,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,179.89,2024-10-13,5690.17,Digital Political AD,004,C00740514,O,,Harris,Kamala,,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4712,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,80.16,2024-10-14,5770.33,Digital Political AD,004,C00740514,S,P40011793,KENNEDY,ROBERT F JR.,F.,,,P,,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4708,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,219.76,2024-10-15,721.17,Political Digital AD,004,C00740514,S,H0MI03316,Scholten,Hillary,,,,H,03,MI,Moore,Glenn,C,,Sr.,2024-10-16,
SE,C00740514,SE.4705,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2024,,,180.23,2024-10-16,451.57,Digital Political AD,004,C00740514,O,S6PA00217,Casey,ROBERT,P.,,,S,,PA,Moore,Glenn,C,,Sr.,2024-10-16,
