form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00185686,SB23.6313,,,CCM,CASTRO FOR CONGRESS,,,,,,PO BOX 544,,SAN ANTONIO,TX,78292,G2024,,2023-09-26,1000.00,,,011,C00497933,CASTRO FOR CONGRESS,,,,,,,H,TX,20,,,,,,,,
SB23,C00185686,SB23.6285,,,CCM,COLIN ALLRED FOR CONGRESS,,,,,,"219 PENNSYLVANIA AVE., SE., 3RD ST",,WASHINGTON,DC,20003,G2024,,2023-07-19,1000.00,,,011,C00637868,COLIN ALLRED FOR CONGRESS,,,,,,,H,TX,32,,,,,,,,
SB23,C00185686,SB23.6311,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO Box691325,,Houston,TX,77269,G2024,,2023-09-26,1000.00,,,011,C00660795,DAN CRENSHAW FOR CONGRESS,,,,,,,H,TX,02,,,,,,,,
SB23,C00185686,SB23.6296,,,CCM,FALLON FOR CONGRESS,,,,,,5827 COLFAX AVENUE,,ALEXANDRIA,VA,22311,G2024,,2023-09-26,1000.00,,,011,C00442988,FALLON FOR CONGRESS,,,,,,,H,TX,04,,,,,,,,
SB23,C00185686,SB23.6286,,,CCM,HUNT FOR CONGRESS,,,,,,1707 1/2 Post Oak Blvd #525,,Houston,TX,77056,G2024,,2023-09-26,1000.00,,,011,C00545467,Hurd for Congress,,,,,,,H,TX,23,,,,,,,,
SB23,C00185686,SB23.6310,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,G2024,,2023-09-26,1000.00,,,011,,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00185686,SB23.6305,,,CCM,KEITH SELF FOR CONGRESS,,,,,,"403 FIRST STREET, SE",,WASHINGTON,DC,20003,G2024,,2023-09-26,1000.00,,,011,C00791293,KEITH SELF FOR CONGRESS,,,,,,,H,TX,03,,,,,,,,
SB23,C00185686,SB23.6295,,,CCM,Lance Gooden for Congress Committee,,,,,,"5310 Harvest Hill Road, Suite 209",,Dallas,TX,75230,G2024,,2023-09-26,1000.00,,,011,C00662601,Lance Gooden for Congress Committee,,,,,,,H,TX,04,,,,,,,,
SB23,C00185686,SB23.6294,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,"105 E. STREET, SE",,WASHINGTON,DC,20003,G2024,,2023-09-26,1000.00,,,011,C00796086,NATHANIEL MORAN FOR CONGRESS,,,,,,,H,TX,01,,,,,,,,
SB23,C00185686,SB23.6301,,,CCM,PFLUGER VICTORY COMMITTEE,,,,,,"403 FIRST STREET, SE",,WASHINGTON,DC,20003,G2024,,2023-09-26,1000.00,,,011,C00719294,AUGUST PFLUGGER FOR CONGRESS,,,,,,,H,TX,11,,,,,,,,
SB23,C00185686,SB23.6289,,,CCM,TEXANS FOR  JODEY ARRINGTON,,,,,,"1005 Congress Ave., Ste 910",,Austin,TX,78701,G2024,,2023-09-26,1000.00,,,011,C00588657,TEXANS FOR  JODEY ARRINGTON,,,,,,,H,TX,19,,,,,,,,
SB23,C00185686,SB23.6306,,,CCM,TEXANS FOR MORGAN LUTTRELL,,,,,,"105 E. STREET, SE",,WASHINGTON,DC,20003,G2024,,2023-09-26,1000.00,,,011,C00781112,TEXANS FOR MORGAN LUTTRELL,,,,,,,H,TX,08,,,,,,,,
SB23,C00185686,SB23.6309,,,CCM,TONY GONZALEZ FOR CONGRESS,,,,,,5827 COLFAX AVENUE,,ALEXANDRIA,VA,22311,G2024,,2023-09-26,1000.00,,,011,C00706614,TONY GONZALEZ FOR CONGRESS,,,,,,,H,TX,23,,,,,,,,
SB23,C00185686,SB23.6287,,,CCM,VAN DUYNE FOR CONGRESS,,,,,,5827 COLFAX AVENUE,,ALEXANDRIA,VA,22311,G2023,,2023-09-26,1000.00,,,011,C00714865,VAN DUYNE FOR CONGRESS,,,,,,,H,TX,24,,,,,,,,
SB23,C00185686,SB23.6312,,,CCM,VERONICA ESCOBAR FOR CONGRESS,,,,,,114 Lexington,,Silver Spring,MD,20901,G2024,,2023-09-26,1000.00,,,011,C00653923,VERONICA ESCOBAR FOR CONGRESS,,,,,,,H,TX,16,,,,,,,,
