form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00659599,500175460,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-24,1277.12,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175470,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-29,693.73,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175480,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-01-31,3527.98,0.00,credit card exp-see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175510,500175480,SB21B,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-01-31,3527.98,0.00,software rental,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00659599,500175490,,,ORG,Message Digital,,,,,,PO Box 39152,,Mountain View,CA,94039,,,2024-01-22,153738.00,0.00,email delivery platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175511,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-04,1436.87,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175461,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-28,2077.58,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175471,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-03,2151.82,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175491,,,ORG,Message Digital,,,,,,PO Box 39152,,Mountain View,CA,94039,,,2024-03-31,107250.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500175462,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-31,2081.10,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
