form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00101485,11994351,,,CCM,Emmer For Congress,,,,,,PO Box 998,,Anoka,MN,55303,G2024,,2024-10-18,1000.00,0.00,,011,C00545749,Emmer For Congress,H4MN06087,Emmer,Thomas,,,Jr,H,MN,06,,,,,,,,
SB23,C00101485,11994353,,,CCM,Hunt For Congress,,,,,,1707 1/2 Post Oak Blvd. #525,,Houston,TX,77056,G2024,,2024-10-18,1000.00,0.00,,011,C00701003,Hunt For Congress,H0TX07170,Hunt,Wesley,,Rep.,,H,TX,38,,,,,,,,
SB23,C00101485,11995746,,,CCM,Bob Casey For Senate Inc,,,,,,30 South 15th Street Suite 400,,Philadelphia,PA,19102,G2024,,2024-10-22,3000.00,0.00,,011,C00431056,Bob Casey For Senate Inc,S6PA00217,Casey,Robert,,Sen.,Jr.,S,PA,,,,,,,,,
SB23,C00101485,11995747,,,CCM,Montanans For Tester,,,,,,PO Box 3171,,Billings,MT,59103,G2024,,2024-10-22,2500.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,
SB23,C00101485,11998936,,,CCM,MCCOLLUM FOR CONGRESS,,,,,,P.O. Box 14131,,St. Paul,MN,55114,G2024,,2024-11-01,2500.00,0.00,,011,C00354688,MCCOLLUM FOR CONGRESS,H0MN04049,McCollum,Betty,,,,H,MN,04,,,,,,,,
SB23,C00101485,12000040,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,G2024,,2024-11-05,3000.00,0.00,,011,C00226928,Pallone For Congress,H8NJ03073,Pallone,Frank,,Rep.,Jr.,H,NJ,06,,,,,,,,
SB23,C00101485,12003811,,,PAC,Minnesota House DFL Caucus,,,,,,225 East Plato Blvd.,,Saint Paul,MN,55107,,,2024-11-19,1500.00,0.00,,011,C00361139,,,,,,,,,,,,,,,,,,
SB23,C00101485,12003816,,,PAC,House Republican Campain Committee,,,,,,PO Box 17400,,Saint Paul,MN,55117,,,2024-11-19,1500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00101485,12003819,,,PAC,Senate Victory Pac,,,,,,161 St Anthony Ave Suite 902,,Saint Paul,MN,55103,,,2024-11-19,1500.00,0.00,,011,C00506410,,,,,,,,,,,,,,,,,,
SB23,C00101485,12003820,,,PAC,Minnesota Senate DFL Caucus,,,,,,PO Box 7307,,Saint Paul,MN,55107,,,2024-11-19,1500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
