form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00564690,EB2229,,,CCM,Alsobrooks for Senate,,,,,,"1101 Mercantile Lane, Ste 100",,Upper Marlboro,MD,20774,G2024,,2024-10-04,1000.00,,Federal Contribution,011,C00840017,Alsobrooks for Senate,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00564690,EB2275,,,CCM,Andy Kim for New Jersey,,,,,,Post Office Box 211,,Marlton,NJ,08053,G2024,,2024-10-16,1000.00,,Federal Contribution,011,C00648220,Andy Kim for New Jersey,,Kim,Andy,,,,S,NJ,,,,,,,,,
SB23,C00564690,EB2145,,,COM,API PA Votes,,,,,,"1528 Walnut Street, Ste 808",,Philadelphia,PA,19110,,,2024-10-04,6500.00,,"Federal Contribution, Non Contribution Account",011,C00761064,API PA Votes,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2257,,,COM,API PA Votes,,,,,,"1528 Walnut Street, Ste 808",,Philadelphia,PA,19110,,,2024-10-09,16000.00,,"Federal Contribution, Non Contribution Account",011,C00761064,API PA Votes,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2144,,,COM,Asian American Advocacy Fund PAC,,,,,,5151 Brook Hollow Pkwy Ste 250,,Norcross,GA,30071,,,2024-10-04,6500.00,,"Federal Contribution, Non Contribution Account",011,C00739557,Asian American Advocacy Fund PAC,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2260,,,COM,Asian American Advocacy Fund PAC,,,,,,5151 Brook Hollow Pkwy Ste 250,,Norcross,GA,30071,,,2024-10-09,16000.00,,"Federal Contribution, Non Contribution Account",011,C00739557,Asian American Advocacy Fund PAC,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2133,,,COM,Aspire PAC,,,,,,910-17th Street NW Ste 1050,,Washington,DC,20006,,,2024-10-03,1000.00,,Federal Contribution,011,C00506907,Aspire PAC,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2235,,,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,92616,G2024,,2024-10-04,4000.00,,Federal Contribution,011,C00636845,Dave Min for Congress,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00564690,EB2233,,,CCM,Derek Tran for Congress,,,,,,"10441 Stanford Avenue, #395",,Garden Grove,CA,92842,G2024,,2024-10-04,1000.00,,Federal Contribution,011,C00851790,Derek Tran for Congress,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00564690,EB2272,,,COM,Everyday People,,,,,,"1212 Broadway, Ste 700",,Oakland,CA,94612,,,2024-10-16,2500.00,,"Federal Contribution, Non Contribution Account",011,C00720029,Everyday People,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2136,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,96809,G2024,,2024-10-03,2500.00,,Federal Contribution,011,C00420760,Friends of Mazie Hirono,,Hirono,Mazie,,,,S,HI,,,,,,,,,
SB23,C00564690,EB2231,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,G2024,,2024-10-04,1000.00,,Federal Contribution,011,C00264697,Friends of Sherrod Brown,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00564690,EB2228,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-10-04,1000.00,,Federal Contribution,011,C00558627,Gallego for Arizona,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
SB23,C00564690,EB2273,,,CCM,Grace for New York,,,,,,910-17th Street NW Ste 1050,,Washington,DC,20006,G2024,,2024-10-16,1000.00,,Federal Contribution,011,C00516666,Grace for New York,,Meng,Grace,,,,H,NY,06,,,,,,,,
SB23,C00564690,EB2227,,,COM,Inclusion PAC,,,,,,"515 S Figueroa Street, Ste 1110",,Los Angeles,CA,90071,,,2024-10-04,2500.00,,"Federal Contribution, Non Contribution Account",011,C00889220,Inclusion PAC,,,,,,,,,,,,,,,,,
SB23,C00564690,EB2234,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,75222,G2024,,2024-10-04,1000.00,,Federal Contribution,011,C00795450,Jasmine for US,,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00564690,EB2134,,,CCM,Mark Takano for Congress,,,,,,Post Office Box 5214,,Riverside,CA,92517,G2024,,2024-10-03,1000.00,,Federal Contribution,011,C00498667,Mark Takano for Congress,,Takano,Mark,,,,H,CA,39,,,,,,,,
