form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032995,B865670,,,CCM,Margaret Abe-Koga for Santa Clara County Supervisor 2024,,,,,,679 Church ST.,,Mountain View,CA,94041,P2024,,2024-02-20,500.00,,P-2024 Co. Supv.  CA,011,,,,Abe-Koga,Margaret,,,,,CA, ,,,,,,,,
SB29,C00032995,B866797,,,CCM,Citizens to Elect Felix Cardona,,,,,,22 W Washington St #1500,,Chicago,IL,60602,P2024,,2024-02-28,300.00,,P-2024 Co. Alderman Chicago 31 IL,011,,,,Cardona,Felix,,,Jr.,,IL, ,,,,,,,,
SB29,C00032995,B866796,,,CCM,Jones for State Representative,,,,,,289 Paxton Ave,,Calumet City,IL,60409,P2024,,2024-02-28,250.00,,P-2024 State House 29 IL,011,,,,Jones,Thaddeus,,,,H,IL,29,,,,,,,,
SB29,C00032995,B865817,,,CCM,Elect Jill Beck,,,,,,P.O. Box 81583,,Pittsburgh,PA,15217,P2033,,2024-02-20,1800.00,,P-2033 Superior Court Judge  PA,011,,,,Beck,Jill,,,,,PA, ,,,,,,,,
SB29,C00032995,B866211,,,CCM,Friends of Austin Davis,,,,,,PO Box 304,,McKeesport,PA,15134,P2026,,2024-02-21,10000.00,,P-2026 Lt. Governor  PA,011,,,,Davis,Austin,,,,,PA, ,,,,,,,,
SB29,C00032995,B865822,,,CCM,Yvonne Davis Campaign,,,,,,718 N. Hampton Rd.,,DeSoto,TX,75115,P2024,,2024-02-20,1000.00,,P-2024 State House 111 TX,011,,,,Davis,Yvonne,,,,H,TX,11,,,,,,,,
SB29,C00032995,B856479,,,CCM,Ron for Seattle,,,,,,PO Box 20792,,Seattle,WA,98102,O2023,Election Cycle,2024-02-14,-300.00,,O-2023 City Council Seattle 4 WA,011,,,,Davis,Ron,,,,,WA, ,,,,,,,,Void check originally dated 10/4/23
SB29,C00032995,B856478,,,CCM,Alex for Seattle,,,,,,401 2nd Ave S Ste 303,,Seattle,WA,98104,O2023,Election Cycle,2024-02-14,-300.00,,O-2023 City Council Seattle 3 WA,011,,,,Hudson,Alex,,,,,WA, ,,,,,,,,Void check originally dated 10/4/23
SB29,C00032995,B866206,,,CCM,Friends of Peter Burgelis,,,,,,5101 W Jackson Park Dr.,,Milwaukee,WI,53219,G2024,,2024-02-21,200.00,,G-2024 City Alderman 11 WI,011,,,,Burgelis,Peter,,,,,WI,11,,,,,,,,
SB29,C00032995,B866205,,,CCM,Friends of DiAndre Jackson,,,,,,5027 W North Ave,,Milwaukee,WI,53208,G2024,,2024-02-21,200.00,,G-2024 City Alderman 7 WI,011,,,,Jackson,DiAndre,,,,,WI,07,,,,,,,,
SB29,C00032995,B866204,,,CCM,Friends of Randy Jones,,,,,,2962 N 51 St,,Milwaukee,WI,53210,G2024,,2024-02-21,200.00,,G-2024 City Alderman 7 WI,011,,,,Jones,Randy,,,,,WI,07,,,,,,,,
SB29,C00032995,B866420,,,CCM,Campaign for the People of the 18th District,,,,,,9276 N. 70th,,Milwaukee,WI,53223,G2024,,2024-02-27,200.00,,G-2024 Co. Supv. 18 WI,011,,,,Hagedorn,John Martin,,,,,WI,18,,,,,,,,
SB29,C00032995,B866419,,,CCM,Ron Jansen for Milwaukee County,,,,,,2615 S. Greeley St #306,,Milwaukee,WI,53207,G2024,,2024-02-27,200.00,,G-2024 Co. Supv.  WI,011,,,,Jansen,Ron,,,,,WI, ,,,,,,,,
