form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386755,SB29.4387,,,ORG,COUNCIL FOR NATIONAL POLICY,,,,,,444 N CAPITOL ST NW,,WASHINGTON,DC,20001,,,2023-04-05,1600.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4360,,,ORG,DIAMONDS OVER GEORGIA,,,,,,2843 TALIMORE CT,,MARIETTA,GA,30066,,,2023-01-22,1500.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4389,,,ORG,FRIENDS OF BULLOCH,,,,,,PO BOX 1309,,ROSWELL,GA,30077,,,2023-05-30,2500.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4362,,,ORG,GEORGIA LIFE ALLIANCE,,,,,,"2451 CUMBERLAND PKWY, STE 3205",,ATLANTA,GA,30339,,,2023-01-22,1000.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4373,,,ORG,HOPE132 COLLECTIVE,,,,,,"3365 CYPRESS MILL RD, UNIT 9/10",,BRUNSWICK,GA,31520,,,2023-03-30,1000.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4401,,,CCM,HRUZA FOR MISSOURI,,,,,,11939 MANCHESTER RD,STE 314,DES PERES,MO,63131,P2024,,2023-06-15,1000.00,,CONTRIBUTION(STATE/LOCAL COMMITTEE),011,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4364,,,ORG,LEADERSHIP INSTITUTE,,,,,,1101 N HIGHLAND ST,,ARLINGTON,VA,22201,,,2023-02-22,2500.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4388,,,ORG,PIEDMONT CHAPTER SAR,,,,,,8915 RIDGEMONT DR,,SANDY SPRINGS,GA,30350,,,2023-05-15,1000.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4366,,,ORG,RIGHT FROM THE HEART MINISTRIES,,,,,,"1507 JOHNSON FERRY RD, STE 100",,MARIETTA,GA,30062,,,2023-02-22,1000.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
SB29,C00386755,SB29.4368,,,ORG,ROSWELL ROTARY MEMORIAL DAY COMMITTE,,,,,,414 SPRING VIEW DR,,WOODSTOCK,GA,30188,,,2023-02-22,1000.00,,DONATION,012,,,,,,,,,,,,,,,,,,,
