form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00224790,SB23.75773,,,CAN,,BEAN,AARON P.,,,,P.O. BOX 16251,,FERNANDINA BEACH,FL,32035,P2023,,2023-11-29,1000.00,,"Contribution - US Representative, District  4",,,,H2FL04211,,,,,,H,FL,04,,,,,,,,
SB23,C00224790,SB23.75762,,,CAN,,FRANKLIN,SCOTT MR.,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P2023,,2023-07-07,1000.00,,"Contribution - US Congress, District 18",,,,H0FL15104,,,,,,H,FL,18,,,,,,,,
SB23,C00224790,SB23.75766,,,CAN,,LEE,LAUREL MRS.,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2023,,2023-09-11,1000.00,,"Contriubtion - US Representative, District  15",,,,H2FL15241,,,,,,H,FL,15,,,,,,,,
SB23,C00224790,SB23.75778,,,CAN,,LEE,LAUREL MRS.,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2023,,2023-12-22,1000.00,,"Contribution- US Representative, District 15",,,,H2FL15241,,,,,,H,FL,15,,,,,,,,
SB23,C00224790,SB23.75771,,,CAN,,MOSKOWITZ,JARED,,,,PO BOX 8784,,CORAL SPRINGS,FL,33065,P2023,,2023-11-01,1000.00,,"Contribution- US Representative, District 23",,,,H2FL22171,,,,,,H,FL,23,,,,,,,,
SB23,C00224790,SB23.75777,,,CAN,,PANETTA,JIMMY,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,P2023,,2023-12-19,1000.00,,"Contribution- US Representative, District 19",,,,H6CA20152,,,,,,H,CA,19,,,,,,,,
SB23,C00224790,SB23.75763,,,CAN,,SOTO,DARREN,,,,PO BOX 421349,,KISSIMMEE,FL,34742,P2023,,2023-09-07,15000.00,,"Contribution - US Representative, District  9",,,,H6FL09179,,,,,,H,FL,09,,,,,,,,
SB23,C00224790,SB23.75767,,,CAN,,STEUBE,GREG,,,,5317 FRUITVILLE RD,102,SARASOTA,FL,34232,P2023,,2023-10-03,1000.00,,"Contribution - US Representative, District  17",,,,H8FL17053,,,,,,H,FL,17,,,,,,,,
SB23,C00224790,SB23.75775,,,CAN,,TORRES,RITCHIE JOHN,,,,PO BOX 580303,,BRONX,NY,10458,P2023,,2023-12-12,2000.00,,"Contribution - US Representative, District 15",,,,H0NY15160,,,,,,H,NY,15,,,,,,,,
SB23,C00224790,SB23.75764,,,CAN,,WEBSTER,DANIEL,,,,P. O. BOX 1007,,WEBSTER,FL,33597,P2023,,2023-09-11,1000.00,,"Contribution - US Congress, District 11",,,,H0FL08208,,,,,,H,FL,11,,,,,,,,
SB23,C00224790,SB23.75769,,,CAN,,WEBSTER,DANIEL,,,,P. O. BOX 1007,,WEBSTER,FL,33597,P2023,,2023-11-01,325.00,,"Contribution- US Congress, District 11",,,,H0FL08208,,,,,,H,FL,11,,,,,,,,
SB23,C00224790,SB23.75768,,,CAN,,WILSON,FREDERICA S.,S.,,,"413 NEW JERSEY AVENUE, SE",,WASHINGTON,DC,20003,P2023,,2023-11-01,1000.00,,"Contribution- US Representative, District 24",,,,H0FL17068,,,,,,H,FL,24,,,,,,,,
