form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.62568,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,135 MAINE STREET,PO BOX 368,BRUNSWICK,ME,04011,,,2024-08-13,-3300.00,,Earmarked Donations Returned,,C00516047,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,,S,ME,00,,,,,,,,
SB23,C00247403,SB23.62703,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,,,2024-08-26,6800.00,,Earmarked Contributions to Brian Fitzpatrick,,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,01,,,,,,,,
SB23,C00247403,SB23.62714,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,,,2024-08-29,1000.00,,Earmarked Contributions to Brian Fitzpatrick,,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,01,,,,,,,,
SB23,C00247403,SB23.62673,,,CCM,FRIENDS OF MARIA,,,,,,P.O. BOX 12740,,SEATTLE,WA,98111,,,2024-08-01,2837.00,,Earmarked Donations,,C00349506,FRIENDS OF MARIA,,,,,,,S,WA,00,,,,,,,,
SB23,C00247403,SB23.62718,,,CCM,HARRIS FOR PRESIDENT,,,,,,PO BOX 58174,,PHILADELPHIA,PA,19102,,,2024-08-29,1000.00,,Earmarked Donations,011,C00703975,HARRIS FOR PRESIDENT,,,,,,,P,,00,,,,,,,,
SB23,C00247403,SB23.62685,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,,,2024-08-15,7000.00,,Earmarked Donations,,C00703058,KEAN FOR CONGRESS INC,,,,,,,H,NJ,07,,,,,,,,
SB23,C00247403,SB23.62675,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,,,2024-08-01,100.00,,Earmarked Donations,,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00247403,SB23.62710,,,CCM,MAGGIE FOR CONGRESS,,,,,,131 DANIEL WEBSTER HWY,#949,NASHUA,NH,03060,,,2024-08-29,18200.00,,Earmarked Donations,,C00588772,MAGGIE FOR NH,,,,,,,S,NH,00,,,,,,,,
SB23,C00247403,SB23.62707,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,,,2024-08-29,500.00,,Earmarked Donations,,C00806174,MARIE FOR CONGRESS,,,,,,,H,WA,03,,,,,,,,
SB23,C00247403,SB23.62700,,,CCM,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,.,LONG BRANCH,NJ,07740,,,2024-08-20,1538.50,,Earmarks,011,C00226928,PALLONE FOR CONGRESS,H8NJ03073,PALLONE,FRANK JR,,,,H,NJ,06,,,,,,,,
SB23,C00247403,SB23.62688,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 76024,,WASHINGTON,DC,20002,,,2024-08-09,48360.00,,Earmarked Donations,,C00676965,RICK SCOTT FOR FLORIDA,,,,,,,S,FL,00,,,,,,,,
SB23,C00247403,SB23.62702,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 76024,,WASHINGTON,DC,20002,,,2024-08-23,1000.00,,Earmarked Donations,,C00676965,RICK SCOTT FOR FLORIDA,,,,,,,S,FL,00,,,,,,,,
SB23,C00247403,SB23.62671,,,CCM,TED CRUZ FOR SENATE,,,,,,815 A BRAZOS,PMB 550,AUSTIN,TX,78701,,,2024-08-01,100.00,,Earmarks,,C00492785,,,,,,,,S,TX,00,,,,,,,,
SB23,C00247403,SB23.62696,,,CCM,TED CRUZ VICTORY COMMITTEE,,,,,,815 A BRAZOS,PMB 550,AUSTIN,TX,78701,,,2024-08-20,50000.00,,Earmarks,,C00542423,,,,,,,,S,TX,00,,,,,,,,
SB23,C00247403,SB23.62694,,,CCM,TORRES FOR CONGRESS,,,,,,77-02 19TH RD,,EAST ELMHURST,NY,11370,,,2024-08-09,4250.00,,Earmarked Contributions to Ritchie Torres,,C00699744,TORRES FOR CONGRESS,,,,,,,H,NY,15,,,,,,,,
