form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00612820,B-77,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-07-06,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-78,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-07-06,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-79,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-07-06,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-82,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-07-26,309.54,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-80,,,ORG,Chase Card Services,,,,,,PO Box 6294,,Carol Stream,IL,60197,,,2023-07-26,250.00,,Credit Card Payment - See Memo if Itemized,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-81,B-80,,ORG,InCorp,,,,,,3773 Howard Hughes Parkway,STE 500S,Las Vegas,NV,89119,,,2023-07-26,250.00,,Registered Agent,001,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00612820,B-84,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-08-02,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-85,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-08-02,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-86,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-08-02,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-88,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-08-25,288.72,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-90,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-09-07,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-91,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-09-07,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-92,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-09-07,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-93,,,ORG,"EveryAction, Inc.",,,,,,655 15th Street Northwest,STE 650,Washington,DC,20005,,,2023-09-18,350.43,,Compliance Disclosure Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-95,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-09-27,304.04,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-97,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-10-06,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-98,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-10-06,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-99,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-10-06,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-100,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-10-27,254.45,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-102,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-07,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-103,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-07,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-104,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-07,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-105,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-11-17,2967.74,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-106,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-11-29,248.64,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-108,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-29,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-109,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-29,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-110,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2023-11-29,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-113,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,G2024,,2023-12-04,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-112,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2023-12-29,322.62,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
