form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00454074,B-3128624,,,ORG,OnPoint Data Strategy LLC (fka: Sunrise Data Services),,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-23,1145.06,,Donor Data and List Management,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128615,,,ORG,HSP Direct LLC,,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-09,842.80,,"Creative, Production and Project Management",003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128621,,,ORG,OnPoint Data Strategy LLC (fka: Sunrise Data Services),,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-16,837.16,,Donor Data and List Management,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128641,,,IND,,Struck,Adam,,,,4710 Careo Drive,,Antelope,CA,95843,,,2024-05-21,1150.00,,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3121814,,,IND,,Rivoli,Kay,L,Mrs.,,101 Seaway Avenue,,Daytona Beach,FL,32118,,,2024-05-23,4000.00,,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128618,,,ORG,"Fulfillment Solutions, Inc",,,,,,44970 Falcon Place,Suite 400,Sterling,VA,20166,,,2024-05-16,13583.20,,"Mailshop Services, Printing, and Shipping",003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128613,,,ORG,OnPoint Data Strategy LLC (fka: Sunrise Data Services),,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-02,1379.81,,Donor Data and List Management,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3121813,,,ORG,"Russo Marsh & Associates, Inc.",,,,,,3105 Fite Circle,Suite 108,Sacramento,CA,95827,,,2024-05-22,7000.00,,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128620,,,ORG,Nova List Company,,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-16,903.06,,Mailing List Rental,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3121815,,,IND,,Phelps,Alexandra,,,,432 Clayhall Street,,Gaithersburg,MD,20878,,,2024-05-23,2000.00,,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
