form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00639229,SB23.I5248,,,CCM,ELECT JIM BAIRD FOR CONGRESS,,,,,,P.O. BOX 203,,GREENCASTLE,IN,46135,P2024,,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00662940,,H8IN04199,BAIRD,JAMES,R,DR.,,H,IN,04,  ,,,,,,,
SB23,C00639229,SB23.I5247,,,CCM,SONZA FOR CONGRESS,,,,,,PO BOX 8698,,CINCINNATI,OH,45208,P2024,,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00845065,,H4OH01109,SONZA,ORLANDO,,,,H,OH,01,  ,,,,,,,
SB23,C00639229,SB23.I5250,,,CCM,FRIENDS OF TIM MOORE,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-03-11,5000.00,,POLITICAL CONTRIBUTION,,C00856005,,H4NC14015,MOORE,TIM,,,,H,NC,14,  ,,,,,,,
SB23,C00639229,SB23.I5251,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-03-11,5000.00,,POLITICAL CONTRIBUTION,,C00853499,,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB23,C00639229,SB23.I5252,,,CCM,MARK HARRIS FOR CONGRESS,,,,,,PO BOX 1350,,NORWOOD,NC,28128,G2024,,2024-03-11,5000.00,,POLITICAL CONTRIBUTION,,C00850404,,H4NC08066,HARRIS,MARK,E,,,H,NC,08,  ,,,,,,,
SB23,C00639229,SB23.I5249,,,CCM,THE PAT HARRIGAN COMMITTEE,,,,,,PO BOX 97275,,RALEIGH,NC,27624,P2024,,2024-03-11,5000.00,,POLITICAL CONTRIBUTION,,C00802298,,H2NC13243,HARRIGAN,PAT,,,,H,NC,14,  ,,,,,,,PRIMARY DEBT
SB23,C00639229,SB23.I5254,,,CCM,GARBARINO FOR CONGRESS,,,,,,P.O. BOX 101,,BAYPORT,NY,11705,P2024,,2024-03-19,5000.00,,POLITICAL CONTRIBUTION,,C00729954,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00639229,SB23.I5255,,,CCM,GARBARINO FOR CONGRESS,,,,,,P.O. BOX 101,,BAYPORT,NY,11705,G2024,,2024-03-19,5000.00,,POLITICAL CONTRIBUTION,,C00729954,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00639229,SB23.I5253,,,CCM,VICTORIA SPARTZ FOR CONGRESS,,,,,,PO BOX 505,,NOBLESVILLE,IN,46061,G2024,,2024-03-19,5000.00,,POLITICAL CONTRIBUTION,,C00737767,,H0IN05326,SPARTZ,VICTORIA,,,,H,IN,05,  ,,,,,,,
SB23,C00639229,SB23.I5256,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,468581431,P2024,,2024-03-26,5000.00,,POLITICAL CONTRIBUTION,,C00577999,,S4IN00196,BANKS,JAMES,E.,HON.,,S,IN,,  ,,,,,,,
