form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00824342,501152565,,,ORG,Agenbroad for Senate,,,,,,PO Box 3510,,Nampa,ID,836533510,P2024,,2024-03-06,1000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,ID - Jeff Agenbroad (SD-13)
SB29,C00824342,501152574,,,ORG,Alex Caval for Idaho Senate,,,,,,PO Box 1716,,Twin Falls,ID,833031716,P2024,,2024-03-06,1000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,ID - Alex Caval (SD-24)
SB29,C00824342,501149870,,,ORG,Bee Compliance,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-01-10,4000.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501155405,,,ORG,Bee Compliance,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-02-06,4001.44,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501152371,,,ORG,Bee Compliance,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-03-06,4000.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501152377,,,ORG,Belmont 4 Utah,,,,,,210 W Center St,,Logan,UT,843214523,P2024,,2024-02-01,5000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,UT - Patrick Belmont (HD-4)
SB29,C00824342,501149867,,,ORG,Blue Moon Strategies,,,,,,10207 Carson Pl,,Silver Spring,MD,209011813,,,2024-01-02,1000.00,0.00,Strategic Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501155406,,,ORG,Blue Moon Strategies,,,,,,10207 Carson Pl,,Silver Spring,MD,209011813,,,2024-02-02,1000.00,0.00,Strategic Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501155404,,,ORG,Blue Moon Strategies,,,,,,10207 Carson Pl,,Silver Spring,MD,209011813,,,2024-02-29,1000.00,0.00,Strategic Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501152375,,,ORG,Committee to Elect Monnica Manuel,,,,,,5586 S Jessieo Way,,Taylorsville,UT,841235315,P2024,,2024-02-01,10000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,UT - Monnica Manuel (SD-16)
SB29,C00824342,501152373,,,ORG,Committee to Elect Zach Robinson,,,,,,2479 E Glacier View Dr,,Sandy,UT,840924430,P2024,,2024-02-01,3000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,UT - Zach Robinson (Salt Lake County Council - District 6)
SB29,C00824342,501149866,,,ORG,Defend and Protect Idaho,,,,,,PO Box 162,,Boise,ID,837010162,O2024,Other,2024-01-22,25000.00,0.00,Contribution to Non-Federal PAC - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
