form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867028,500148196,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,467.01,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148197,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,151.01,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148198,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,18.66,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148199,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,28.93,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148202,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-30,12.47,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148203,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-05,36.84,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148204,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-12,167.73,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148205,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-19,45.63,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148206,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-26,33.59,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00867028,500148210,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-31,69.01,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
