form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00360669,500071081,,,CCM,Aaron Bean for Congress,,,,,,2640 A Mitcham Dr,,Tallahassee,FL,323085400,G2024,,2024-03-14,1000.00,0.00,PAC Contribution,011,C00816983,,,Bean,Aaron,,,,H,FL,04,,,,,,,,
SB23,C00360669,500068716,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2024-01-11,1000.00,0.00,PAC Contribution,011,C00662650,,,BALDERSON,WILLIAM TROY,,,,H,OH,12,,,,,,,,
SB23,C00360669,500071074,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,G2024,,2024-03-14,2500.00,0.00,PAC Contribution,011,C00662650,,,BALDERSON,WILLIAM TROY,,,,H,OH,12,,,,,,,,
SB23,C00360669,500071076,,,CCM,Barry Moore for Congress,,,,,,411 1st St SE,,Washington,DC,200031827,P2024,,2024-03-14,1000.00,0.00,PAC CONTRIBUTION,011,C00720375,,,,,,,,H,AL,02,,,,,,,,
SB23,C00360669,500068717,,,CCM,BERGMAN FOR CONGRESS,,,,,,3585 Bunker Hill Rd,Unit 434,Acme,MI,496105004,G2024,,2024-01-11,5000.00,0.00,PAC Contribution,011,C00614214,,,BERGMAN,JOHN,,,,H,MI,01,,,,,,,,
SB23,C00360669,500071069,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO Box 630167,,Irving,TX,750630113,P2024,,2024-03-14,1000.00,0.00,PAC CONTRIBUTION,011,C00714865,,,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00360669,500071070,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO Box 630167,,Irving,TX,750630113,G2024,,2024-03-14,4000.00,0.00,PAC CONTRIBUTION,011,C00714865,,,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00360669,500071075,,,CCM,Bice for Congress,,,,,,PO Box 21315,,Oklahoma City,OK,731561315,P2028,,2024-03-14,1000.00,0.00,PAC CONTRIBUTION,011,C00703843,,,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00360669,500068719,,,PAC,Blue Dog Political Action Committee,,,,,,PO Box 83142,,Gaithersburg,MD,208833142,G2024,,2024-01-11,5000.00,0.00,PAC Contribution,011,C00305318,Blue Dog Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00360669,500068722,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,137 N 14th Ave,,Melrose Park,IL,601603907,P2024,,2024-01-11,1000.00,0.00,PAC Contribution,011,C00661777,,,GARCIA,JESUS,,,,H,IL,04,,,,,,,,
