form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00441949,501343145,,,ORG,J Street,,,,,,PO Box 66073,,Washington,DC,200356073,P2024,,2023-12-19,358.03,0.00,"In-Kind: See Schedule B, Line 23 of December Monthly Report",,C00839597,,,ALLRED,COLIN,,,,S,TX,,,,,,,,X,*
SB21B,C00441949,501343146,,,ORG,J Street,,,,,,PO Box 66073,,Washington,DC,200356073,P2024,,2023-12-19,358.03,0.00,"In-Kind: See Schedule B, Line 23 of December Monthly Report",,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,,,,,,,,X,*
SB21B,C00441949,501343147,,,ORG,J Street,,,,,,PO Box 66073,,Washington,DC,200356073,P2024,,2023-12-19,358.03,0.00,"In-Kind: See Schedule B, Line 23 of December Monthly Report",,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,,,,,,,,X,*
SB21B,C00441949,501343152,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-05,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343153,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-08,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343154,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-24,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343155,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-25,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343156,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-26,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343157,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-31,49.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501343158,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-31,0.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501347401,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-12-31,563.65,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
