form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00740225,26067720I,26067720,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-10-31,695.07,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,500157030,,,ORG,EveryAction Inc.,,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2023-08-02,318.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00740225,26067760I,26067760,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-08-11,25.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067731I,26067731,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-07-18,2750.00,0.00,Accounting and Compliance Services,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067741I,26067741,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-09-10,2750.00,0.00,Accounting and Compliance Services,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067751I,26067751,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-07-11,25.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067771I,26067771,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-10-01,24.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067781I,26067781,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-12-11,25.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067712I,26067712,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-07-31,1244.77,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00740225,26067762I,26067762,SA11AI,ORG,NRDC Action Fund,,,,,,1152 15th St NW,Ste 300,Washington,DC,200051733,,,2023-09-01,24.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,* In-Kind Received
