form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00441949,501296632,,,ORG,Creative Cuisine,,,,,,5612 Coolidge St,,Capitol Heights,MD,207436112,P2024,,2023-11-06,183.33,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,,,,,,,,X,*
SB21B,C00441949,501296633,,,ORG,Creative Cuisine,,,,,,5612 Coolidge St,,Capitol Heights,MD,207436112,P2024,,2023-11-06,183.33,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00839597,,,ALLRED,COLIN,,,,S,TX,,,,,,,,X,*
SB21B,C00441949,501296634,,,ORG,Creative Cuisine,,,,,,5612 Coolidge St,,Capitol Heights,MD,207436112,P2024,,2023-11-06,183.34,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,,,,,,,,X,*
SB21B,C00441949,501296635,,,ORG,Recording Industry Association Of America,,,,,,1025 F St NW,,Washington,DC,200041412,P2024,,2023-11-06,351.36,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,,,,,,,,X,*
SB21B,C00441949,501296636,,,ORG,Recording Industry Association Of America,,,,,,1025 F St NW,,Washington,DC,200041412,P2024,,2023-11-06,351.37,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00839597,,,ALLRED,COLIN,,,,S,TX,,,,,,,,X,*
SB21B,C00441949,501296637,,,ORG,Recording Industry Association Of America,,,,,,1025 F St NW,,Washington,DC,200041412,P2024,,2023-11-06,351.37,0.00,"In-Kind: See Schedule B, Line 23 of November Monthly Report",,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,,,,,,,,X,*
SB21B,C00441949,501296638,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-02,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296639,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-09,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296640,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-18,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296641,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-19,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296642,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-25,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296668,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-30,19.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501296669,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2023-11-30,96.95,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
