form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00817379,B-11847,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-02,34000.00,,Transfer to JFC Participant,008,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB22,C00817379,B-11848,,,PAC,Mvl PAC,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-02,20000.00,,Transfer to JFC participant,008,C00817338,Mvl PAC,,,,,,,,,,,,,,,,,
SB22,C00817379,B-11849,,,PTY,Nrcc,,,,,,320 First Street SE,,Washington,DC,20003,G2024,,2024-08-02,18000.00,,Transfer to JFC participant,008,C00075820,Nrcc,H4WA04104,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB22,C00817379,B-11897,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-17,24500.00,,Transfer to JFC Participant,008,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB22,C00817379,B-11898,,,PAC,Mvl PAC,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-17,11500.00,,Transfer to JFC participant,008,C00817338,Mvl PAC,,,,,,,,,,,,,,,,,
SB22,C00817379,B-11899,,,PTY,Nrcc,,,,,,320 First Street SE,,Washington,DC,20003,G2024,,2024-08-17,35000.00,,Transfer to JFC participant,008,C00075820,Nrcc,H4WA04104,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB22,C00817379,B-11924,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-31,15000.00,,Transfer to JFC Participant,008,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB22,C00817379,B-11925,,,PAC,Mvl PAC,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-08-31,13000.00,,Transfer to JFC participant,008,C00817338,Mvl PAC,,,,,,,,,,,,,,,,,
SB22,C00817379,B-11992,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-09-24,15000.00,,Transfer to JFC Participant,008,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB22,C00817379,B-11993,,,PAC,Mvl PAC,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-09-24,15000.00,,Transfer to JFC participant,008,C00817338,Mvl PAC,,,,,,,,,,,,,,,,,
SB22,C00817379,B-12126,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-09-30,30000.00,,Transfer to JFC Participant,008,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB22,C00817379,B-12127,,,PAC,Mvl PAC,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-09-30,3000.00,,Transfer to JFC participant,008,C00817338,Mvl PAC,,,,,,,,,,,,,,,,,
